,Geo Level,State,State ANSI,Ag District,Ag District Code,County,County ANSI,cotton_area,Corn_area,SORGHUM_ACRES,precipitation_cm_x,CO2,N2O
10502,COUNTY,ILLINOIS,17,SOUTHWEST,80,ST CLAIR,163,0,92737,0,99.6,11978.60516,952010.8178
10505,COUNTY,MICHIGAN,26,SOUTHEAST,90,ST CLAIR,147,0,26077,0,83.3,3368.300535,75300.24541
10508,COUNTY,NEW MEXICO,35,NORTHEAST,30,CURRY,9,5654,6151,24895,37.0,3834.039162,17059.92828
10509,COUNTY,NEW MEXICO,35,NORTHEAST,30,QUAY,37,2452,0,8204,37.0,1095.523429,1699.093233
10510,COUNTY,NEW MEXICO,35,NORTHEAST,30,ROOSEVELT,41,4427,14284,12759,37.0,3646.631128,27281.64628
10512,COUNTY,MONTANA,30,NORTHEAST,30,ROOSEVELT,85,0,460,0,39.0,59.41704361,24.03873143
10514,COUNTY,NEW MEXICO,35,SOUTHEAST,90,CHAVES,5,3216,0,0,37.0,512.7195838,1193.866419
10515,COUNTY,NEW MEXICO,35,SOUTHEAST,90,DONA ANA,13,11626,0,0,37.0,1853.506804,15561.27835
10516,COUNTY,NEW MEXICO,35,SOUTHEAST,90,EDDY,15,3495,0,0,37.0,557.1999209,1409.588885
10518,COUNTY,NORTH DAKOTA,38,CENTRAL,50,EDDY,27,0,31010,0,45.2,4005.483744,106476.1917
10520,COUNTY,NEW MEXICO,35,SOUTHEAST,90,LEA,25,16375,0,0,37.0,2610.6291,30861.76405
10521,COUNTY,NEW MEXICO,35,SOUTHWEST,70,HIDALGO,23,0,2539,0,37.0,327.9562472,716.9298458
10523,COUNTY,TEXAS,48,LOWER VALLEY,97,HIDALGO,215,61267,41516,84012,73.4,22345.60917,726900.2871
10525,COUNTY,NEW MEXICO,35,SOUTHWEST,70,LUNA,29,2923,0,469,37.0,506.2876718,990.471476
10526,COUNTY,NEW MEXICO,35,SOUTHWEST,70,SIERRA,51,0,0,0,37.0,0.0,0.0
10527,COUNTY,NEW MEXICO,35,NORTHEAST,30,MORA,33,0,4,0,37.0,0.516669944,0.007147582
10528,COUNTY,NEW MEXICO,35,NORTHEAST,30,TORRANCE,57,0,0,0,37.0,0.0,0.0
10529,COUNTY,NEW MEXICO,35,NORTHWEST,10,SAN JUAN,45,0,0,0,37.0,0.0,0.0
10531,COUNTY,UTAH,49,EASTERN,60,SAN JUAN,37,0,0,0,31.0,0.0,0.0
10533,COUNTY,NEW MEXICO,35,NORTHWEST,10,TAOS,55,0,0,0,37.0,0.0,0.0
10534,COUNTY,NEW MEXICO,35,NORTHWEST,10,VALENCIA,61,0,0,0,37.0,0.0,0.0
10535,COUNTY,NEW MEXICO,35,SOUTHWEST,70,SOCORRO,53,0,0,0,37.0,0.0,0.0
10536,COUNTY,NEW MEXICO,35,NORTHEAST,30,DE BACA,11,0,0,0,37.0,0.0,0.0
10537,COUNTY,NORTH CAROLINA,37,CENTRAL COASTAL,80,BEAUFORT,13,9236,39819,0,127.9,7009.219049,185369.9334
10539,COUNTY,SOUTH CAROLINA,45,SOUTHERN,80,BEAUFORT,13,0,863,0,126.4,118.3928585,83.59290374
10541,COUNTY,NORTH CAROLINA,37,CENTRAL COASTAL,80,CARTERET,31,0,0,0,127.9,0.0,0.0
10542,COUNTY,NORTH CAROLINA,37,CENTRAL COASTAL,80,CRAVEN,49,2861,21397,0,127.9,3414.470228,51647.97146
10543,COUNTY,NORTH CAROLINA,37,CENTRAL COASTAL,80,HYDE,95,8094,31495,0,127.9,5676.04447,117377.9059
10545,COUNTY,SOUTH DAKOTA,46,CENTRAL,50,HYDE,69,0,35461,5255,51.1,5031.737802,139643.5619
10547,COUNTY,NORTH CAROLINA,37,CENTRAL COASTAL,80,JOHNSTON,101,4547,8796,1136,127.9,2070.981676,10970.37158
10549,COUNTY,OKLAHOMA,40,SOUTH CENTRAL,60,JOHNSTON,69,0,230,0,92.7,29.7085218,6.164261883
10551,COUNTY,NORTH CAROLINA,37,CENTRAL COASTAL,80,LENOIR,107,7697,23360,348,127.9,4525.067544,67255.2213
10552,COUNTY,NORTH CAROLINA,37,CENTRAL COASTAL,80,PITT,147,13527,26956,1014,127.9,6054.93855,101533.248
10553,COUNTY,NORTH CAROLINA,37,CENTRAL PIEDMONT,50,DAVIE,59,0,7085,0,127.9,971.9738148,5565.477372
10554,COUNTY,NORTH CAROLINA,37,CENTRAL PIEDMONT,50,ROWAN,159,612,12614,375,127.9,1866.928009,17673.42013
10556,COUNTY,KENTUCKY,21,EASTERN OR MOUNTAIN,60,ROWAN,205,0,292,0,124.2,40.05876555,9.829728315
10558,COUNTY,NORTH CAROLINA,37,CENTRAL PIEDMONT,50,WAKE,183,0,1067,295,127.9,173.0991646,128.4836932
10559,COUNTY,NORTH CAROLINA,37,NORTHERN COASTAL,70,BERTIE,15,21298,12593,0,127.9,5293.906069,69768.5997
10560,COUNTY,NORTH CAROLINA,37,NORTHERN COASTAL,70,CHOWAN,41,9461,4790,391,127.9,2276.767383,12855.22499
10561,COUNTY,NORTH CAROLINA,37,NORTHERN COASTAL,70,EDGECOMBE,65,14236,14622,166,127.9,4404.778949,47012.48436
10562,COUNTY,NORTH CAROLINA,37,NORTHERN COASTAL,70,GATES,73,10226,4337,0,127.9,2307.303605,14128.53552
10563,COUNTY,NORTH CAROLINA,37,NORTHERN COASTAL,70,HALIFAX,83,48492,9833,824,127.9,9543.478827,281237.0978
10565,COUNTY,VIRGINIA,51,SOUTHERN,80,HALIFAX,83,0,1611,56,112.5,226.0814281,289.5204598
10567,COUNTY,NORTH CAROLINA,37,NORTHERN COASTAL,70,HERTFORD,91,13768,9063,0,127.9,3548.752084,30923.60537
10568,COUNTY,NORTH CAROLINA,37,NORTHERN COASTAL,70,MARTIN,117,32351,6755,208,127.9,6362.645546,125475.1157
10572,COUNTY,TEXAS,48,SOUTHERN HIGH PLAINS,12,MARTIN,317,148810,0,5570,73.4,24202.82428,2547568.995
10576,COUNTY,INDIANA,18,SOUTHWEST,70,MARTIN,101,0,13456,0,106.0,1845.995717,20058.69476
10580,COUNTY,MINNESOTA,27,SOUTH CENTRAL,80,MARTIN,91,0,241276,0,69.3,31165.01438,6443606.884
10584,COUNTY,NORTH CAROLINA,37,NORTHERN COASTAL,70,NASH,127,6816,2614,797,127.9,1572.121869,6118.000848
10585,COUNTY,NORTH CAROLINA,37,NORTHERN COASTAL,70,NORTHAMPTON,131,43390,9409,1006,127.9,8647.477546,226413.1699
10588,COUNTY,VIRGINIA,51,EASTERN,60,NORTHAMPTON,131,0,7621,1083,112.5,1143.600611,6448.753537
10591,COUNTY,PENNSYLVANIA,42,EAST CENTRAL,60,NORTHAMPTON,95,0,17931,0,108.9,2459.910017,35610.82132
10594,COUNTY,NORTH CAROLINA,37,NORTHERN COASTAL,70,PASQUOTANK,139,0,16141,0,127.9,2214.344297,28858.01404
10595,COUNTY,NORTH CAROLINA,37,NORTHERN COASTAL,70,PERQUIMANS,143,5937,14056,443,127.9,2962.571184,25950.57038
10596,COUNTY,NORTH CAROLINA,37,NORTHERN COASTAL,70,TYRRELL,177,0,19063,0,127.9,2615.206328,40247.41666
10597,COUNTY,NORTH CAROLINA,37,SOUTHERN COASTAL,90,BLADEN,17,900,20725,226,127.9,3014.385332,47663.87566
10598,COUNTY,NORTH CAROLINA,37,SOUTHERN COASTAL,90,BRUNSWICK,19,0,8505,0,127.9,1166.78014,8017.652961
10600,COUNTY,VIRGINIA,51,SOUTHEASTERN,90,BRUNSWICK,25,158,1012,225,112.5,185.6702516,118.4746662
10602,COUNTY,NORTH CAROLINA,37,SOUTHERN COASTAL,90,COLUMBUS,47,1638,33984,68,127.9,4942.6205,128185.1599
10603,COUNTY,NORTH CAROLINA,37,SOUTHERN COASTAL,90,CUMBERLAND,51,3314,6721,0,127.9,1476.959549,6276.365866
10611,COUNTY,TENNESSEE,47,CUMBERLAND PLATEAU,50,CUMBERLAND,35,0,813,0,137.6,111.5334808,74.25050263
10619,COUNTY,VIRGINIA,51,CENTRAL,50,CUMBERLAND,49,0,734,0,112.5,100.6956641,60.61747415
10627,COUNTY,ILLINOIS,17,EAST SOUTHEAST,70,CUMBERLAND,35,0,58237,0,99.6,7522.326888,375463.2836
10635,COUNTY,KENTUCKY,21,CENTRAL,30,CUMBERLAND,57,0,2150,0,124.2,294.9532395,514.5197755
10643,COUNTY,MAINE,23,SOUTH,30,CUMBERLAND,5,0,0,0,107.2,0.0,0.0
10651,COUNTY,NEW JERSEY,34,SOUTH,80,CUMBERLAND,11,0,6403,0,119.6,878.4119035,4546.412772
10659,COUNTY,PENNSYLVANIA,42,SOUTH CENTRAL,80,CUMBERLAND,41,0,32689,194,108.9,4502.095755,118316.5483
10667,COUNTY,NORTH CAROLINA,37,SOUTHERN COASTAL,90,DUPLIN,61,5683,38905,822,127.9,6363.341419,171309.464
10668,COUNTY,NORTH CAROLINA,37,SOUTHERN COASTAL,90,HARNETT,85,6602,3578,0,127.9,1596.347431,6443.668795
10669,COUNTY,NORTH CAROLINA,37,SOUTHERN COASTAL,90,HOKE,93,5667,7385,0,127.9,1962.056755,9747.611889
10670,COUNTY,NORTH CAROLINA,37,SOUTHERN COASTAL,90,ONSLOW,133,2900,8099,272,127.9,1621.317397,8243.043693
10671,COUNTY,NORTH CAROLINA,37,SOUTHERN COASTAL,90,PENDER,141,0,11638,0,127.9,1596.588745,15006.81705
10672,COUNTY,NORTH CAROLINA,37,SOUTHERN COASTAL,90,ROBESON,155,10803,62492,1147,127.9,10485.9543,445775.1912
10673,COUNTY,NORTH CAROLINA,37,SOUTHERN COASTAL,90,SAMPSON,163,11161,36268,405,127.9,6881.086512,159980.6707
10674,COUNTY,NORTH CAROLINA,37,SOUTHERN PIEDMONT,60,ANSON,7,892,7351,0,127.9,1157.82914,6083.564017
10675,COUNTY,NORTH CAROLINA,37,SOUTHERN PIEDMONT,60,CABARRUS,25,0,4486,0,127.9,615.4233639,2233.426091
10676,COUNTY,NORTH CAROLINA,37,SOUTHERN PIEDMONT,60,CLEVELAND,45,0,4092,0,127.9,561.3714679,1858.81933
10678,COUNTY,OKLAHOMA,40,CENTRAL,50,CLEVELAND,27,0,160,0,92.7,20.66679778,3.048538268
10680,COUNTY,NORTH CAROLINA,37,SOUTHERN PIEDMONT,60,MOORE,125,0,1803,0,127.9,247.3491585,362.2311718
10682,COUNTY,TEXAS,48,NORTHERN HIGH PLAINS,11,MOORE,341,33846,46530,20873,73.4,13198.84723,377951.622
10684,COUNTY,NORTH CAROLINA,37,SOUTHERN PIEDMONT,60,STANLY,167,10675,10615,0,127.9,3243.751126,25606.54297
10685,COUNTY,NORTH CAROLINA,37,CENTRAL COASTAL,80,PAMLICO,137,0,15434,0,127.9,2117.352697,26386.24033
10686,COUNTY,NORTH CAROLINA,37,CENTRAL PIEDMONT,50,ALEXANDER,3,0,958,180,127.9,147.7294325,103.3491401
10688,COUNTY,ILLINOIS,17,SOUTHWEST,80,ALEXANDER,3,0,5211,0,99.6,673.0917701,3012.534503
10690,COUNTY,NORTH CAROLINA,37,CENTRAL PIEDMONT,50,CATAWBA,35,0,4638,0,127.9,636.275872,2387.130197
10691,COUNTY,NORTH CAROLINA,37,CENTRAL PIEDMONT,50,DAVIDSON,57,0,4612,240,127.9,654.4473375,2361.223728
10693,COUNTY,TENNESSEE,47,CENTRAL BASIN,40,DAVIDSON,37,0,0,0,137.6,0.0,0.0
10695,COUNTY,NORTH CAROLINA,37,CENTRAL PIEDMONT,50,IREDELL,97,0,9368,27,127.9,1287.618562,9726.065568
10696,COUNTY,NORTH CAROLINA,37,NORTHERN COASTAL,70,CURRITUCK,53,0,11780,0,127.9,1616.069377,15375.06661
10697,COUNTY,NORTH CAROLINA,37,NORTHERN COASTAL,70,DARE,55,0,0,0,127.9,0.0,0.0
10698,COUNTY,NORTH CAROLINA,37,NORTHERN MOUNTAIN,10,ALLEGHANY,5,0,468,0,127.9,64.20377492,24.87119158
10700,COUNTY,VIRGINIA,51,WESTERN,40,ALLEGHANY,5,0,146,0,112.5,20.02938277,2.555556156
10702,COUNTY,NORTH CAROLINA,37,NORTHERN MOUNTAIN,10,ASHE,9,0,119,0,127.9,16.32531884,1.727330458
10703,COUNTY,NORTH CAROLINA,37,NORTHERN MOUNTAIN,10,AVERY,11,0,60,0,127.9,8.231253195,0.479106898
10704,COUNTY,NORTH CAROLINA,37,NORTHERN MOUNTAIN,10,SURRY,171,0,13069,0,127.9,1792.904133,18921.99942
10706,COUNTY,VIRGINIA,51,SOUTHEASTERN,90,SURRY,181,2023,6850,0,112.5,1278.481636,5676.121514
10708,COUNTY,NORTH CAROLINA,37,NORTHERN MOUNTAIN,10,WATAUGA,189,0,0,0,127.9,0.0,0.0
10709,COUNTY,NORTH CAROLINA,37,NORTHERN MOUNTAIN,10,YADKIN,197,0,7907,318,127.9,1113.545287,6931.743174
10710,COUNTY,NORTH CAROLINA,37,NORTHERN PIEDMONT,40,ALAMANCE,1,0,3203,165,127.9,454.3568431,1140.242856
10711,COUNTY,NORTH CAROLINA,37,NORTHERN PIEDMONT,40,CASWELL,33,0,1533,0,127.9,210.3085191,262.1743128
10712,COUNTY,NORTH CAROLINA,37,NORTHERN PIEDMONT,40,DURHAM,63,0,243,0,127.9,33.33657544,6.862322678
10713,COUNTY,NORTH CAROLINA,37,NORTHERN PIEDMONT,40,GRANVILLE,77,0,2644,0,127.9,362.7238908,777.3060556
10714,COUNTY,NORTH CAROLINA,37,NORTHERN PIEDMONT,40,GUILFORD,81,0,2485,276,127.9,365.910163,687.7626206
10715,COUNTY,NORTH CAROLINA,37,NORTHERN PIEDMONT,40,PERSON,145,0,2245,0,127.9,307.986057,560.8601787
10716,COUNTY,NORTH CAROLINA,37,NORTHERN PIEDMONT,40,ROCKINGHAM,157,0,984,0,127.9,134.9925524,108.4916459
10719,COUNTY,VIRGINIA,51,NORTHERN,20,ROCKINGHAM,165,0,21359,0,112.5,2930.18895,50522.82454
10722,COUNTY,NEW HAMPSHIRE,33,ALL COUNTIES,10,ROCKINGHAM,15,0,0,0,110.3,0.0,0.0
10725,COUNTY,NORTH CAROLINA,37,NORTHERN PIEDMONT,40,STOKES,169,0,1364,0,127.9,187.1238226,207.7577755
10726,COUNTY,NORTH CAROLINA,37,NORTHERN PIEDMONT,40,VANCE,181,0,226,0,127.9,31.00438703,5.957000356
10727,COUNTY,NORTH CAROLINA,37,SOUTHERN PIEDMONT,60,GASTON,71,0,310,0,127.9,42.52814151,11.05327878
10728,COUNTY,NORTH CAROLINA,37,SOUTHERN PIEDMONT,60,MECKLENBURG,119,0,872,0,127.9,119.6275464,85.33330834
10730,COUNTY,VIRGINIA,51,SOUTHEASTERN,90,MECKLENBURG,117,0,848,84,112.5,123.9434648,80.89704981
10732,COUNTY,NORTH CAROLINA,37,WESTERN MOUNTAIN,20,BUNCOMBE,21,0,429,0,127.9,58.85346034,20.9467635
10733,COUNTY,NORTH CAROLINA,37,WESTERN MOUNTAIN,20,HAYWOOD,87,0,163,0,127.9,22.36157118,3.159822099
10735,COUNTY,TENNESSEE,47,WEST TENNESSEE,20,HAYWOOD,75,55640,23928,934,137.6,12684.01766,419545.2692
10737,COUNTY,NORTH CAROLINA,37,WESTERN MOUNTAIN,20,HENDERSON,89,0,4114,0,127.9,564.3895941,1878.830633
10742,COUNTY,TENNESSEE,47,WEST TENNESSEE,20,HENDERSON,77,447,7266,0,137.6,1071.653928,5876.803416
10747,COUNTY,TEXAS,48,EAST TEXAS NORTH,51,HENDERSON,213,0,18,0,73.4,2.32501475,0.060056105
10752,COUNTY,ILLINOIS,17,WEST,30,HENDERSON,71,0,88056,170,99.6,11388.57273,858335.4695
10757,COUNTY,KENTUCKY,21,MIDWESTERN,20,HENDERSON,101,0,57928,0,124.2,7947.000585,371489.9219
10762,COUNTY,NORTH CAROLINA,37,WESTERN MOUNTAIN,20,MCDOWELL,111,0,253,0,127.9,34.70845097,7.424749493
10764,COUNTY,WEST VIRGINIA,54,SOUTHWEST,40,MCDOWELL,47,0,84,0,114.7,11.52375447,0.893885561
10766,COUNTY,NORTH CAROLINA,37,WESTERN MOUNTAIN,20,RUTHERFORD,161,0,390,0,127.9,53.50314577,17.35903157
10768,COUNTY,TENNESSEE,47,CENTRAL BASIN,40,RUTHERFORD,149,0,6115,0,137.6,838.9018881,4146.994903
10770,COUNTY,NORTH CAROLINA,37,WESTERN MOUNTAIN,20,SWAIN,173,0,31,0,127.9,4.252814151,0.148035003
10771,COUNTY,NORTH CAROLINA,37,WESTERN MOUNTAIN,20,TRANSYLVANIA,175,0,292,0,127.9,40.05876555,9.829728315
10772,COUNTY,NORTH CAROLINA,37,WESTERN MOUNTAIN,20,YANCEY,199,0,194,0,127.9,26.61438533,4.426414368
10773,COUNTY,OKLAHOMA,40,CENTRAL,50,CANADIAN,17,3076,411,3753,92.7,865.8167302,1324.520986
10774,COUNTY,OKLAHOMA,40,CENTRAL,50,KINGFISHER,73,0,1250,4543,92.7,551.6382863,485.3096115
10775,COUNTY,OKLAHOMA,40,CENTRAL,50,MCCLAIN,87,0,5476,1050,92.7,797.5011836,3344.031324
10776,COUNTY,OKLAHOMA,40,CENTRAL,50,OKLAHOMA,109,4000,929,0,92.7,757.7075198,1942.362627
10777,COUNTY,OKLAHOMA,40,NORTH CENTRAL,40,ALFALFA,3,138,4041,5376,92.7,1005.68859,2248.960776
10778,COUNTY,OKLAHOMA,40,NORTH CENTRAL,40,GARFIELD,47,0,17138,23240,92.7,4209.657035,40533.53095
10782,COUNTY,COLORADO,8,SOUTHWEST,70,GARFIELD,45,0,390,312,40.5,77.17167127,19.2149825
10786,COUNTY,MONTANA,30,NORTHEAST,30,GARFIELD,33,0,847,0,39.0,109.4048607,80.54312411
10790,COUNTY,NEBRASKA,31,NORTH,20,GARFIELD,71,0,11579,0,59.9,1495.630322,14855.12453
10794,COUNTY,OKLAHOMA,40,NORTH CENTRAL,40,KAY,71,6500,17166,5999,92.7,3768.79789,38045.27045
10795,COUNTY,OKLAHOMA,40,NORTH CENTRAL,40,MAJOR,93,912,5402,3379,92.7,1133.368775,3507.081177
10796,COUNTY,OKLAHOMA,40,NORTH CENTRAL,40,NOBLE,103,1680,15576,2343,92.7,2480.981647,27284.84845
10799,COUNTY,INDIANA,18,NORTHEAST,30,NOBLE,113,0,69560,0,106.0,9542.766204,535641.0981
10802,COUNTY,OHIO,39,SOUTHEAST,90,NOBLE,121,0,521,0,99.3,67.29626026,30.74407653
10805,COUNTY,OKLAHOMA,40,NORTH CENTRAL,40,WOODWARD,153,0,0,1000,92.7,85.8857426,16.10184244
10806,COUNTY,OKLAHOMA,40,NORTHEAST,70,DELAWARE,41,0,737,0,92.7,95.19643726,61.10994848
10812,COUNTY,INDIANA,18,EAST CENTRAL,60,DELAWARE,35,0,59148,0,106.0,8114.3694,387300.6432
10818,COUNTY,IOWA,19,NORTHEAST,30,DELAWARE,55,0,215851,0,86.4,27880.93104,5157170.538
10824,COUNTY,NEW YORK,36,SOUTHEAST,90,DELAWARE,25,0,2312,0,106.2,317.1776231,594.7437056
10830,COUNTY,OHIO,39,CENTRAL,50,DELAWARE,41,0,34150,0,99.3,4411.06965,129126.3159
10836,COUNTY,PENNSYLVANIA,42,SOUTHEASTERN,90,DELAWARE,45,0,0,0,108.9,0.0,0.0
10842,COUNTY,OKLAHOMA,40,PANHANDLE,10,BEAVER,7,2623,4956,23450,92.7,3072.353664,11666.87461
10845,COUNTY,PENNSYLVANIA,42,WEST CENTRAL,40,BEAVER,7,0,3809,0,108.9,522.5473903,1610.95476
10848,COUNTY,UTAH,49,SOUTHERN,70,BEAVER,1,0,2140,0,31.0,276.4184203,509.7580549
10851,COUNTY,OKLAHOMA,40,PANHANDLE,10,CIMARRON,25,1408,20532,72559,92.7,9108.324668,124711.0212
10852,COUNTY,OKLAHOMA,40,SOUTHEAST,90,MCCURTAIN,89,0,3844,0,92.7,496.5198166,1640.648665
10853,COUNTY,OKLAHOMA,40,SOUTHWEST,30,COTTON,33,8251,754,3240,92.7,1691.100301,8064.298687
10854,COUNTY,OKLAHOMA,40,SOUTHWEST,30,GREER,55,14843,0,1257,92.7,2474.344194,25384.08622
10855,COUNTY,OKLAHOMA,40,SOUTHWEST,30,HARMON,57,32477,0,321,92.7,5205.303753,121356.5804
10856,COUNTY,OKLAHOMA,40,SOUTHWEST,30,TILLMAN,141,141190,2345,9640,92.7,23640.43769,2294933.075
10857,COUNTY,OKLAHOMA,40,WEST CENTRAL,20,BECKHAM,9,21534,0,2179,92.7,3620.261799,53435.15085
10858,COUNTY,OKLAHOMA,40,WEST CENTRAL,20,BLAINE,11,2798,0,934,92.7,526.2960757,918.3074002
10861,COUNTY,MONTANA,30,NORTH CENTRAL,20,BLAINE,5,0,153,0,39.0,19.76262537,2.79662377
10864,COUNTY,NEBRASKA,31,NORTH,20,BLAINE,9,0,2098,0,59.9,270.9933858,490.0005591
10867,COUNTY,OKLAHOMA,40,WEST CENTRAL,20,CUSTER,39,7755,1634,4284,92.7,1815.35625,7501.644873
10871,COUNTY,MONTANA,30,SOUTHEAST,90,CUSTER,17,0,2688,0,39.0,347.2022026,803.332197
10875,COUNTY,NEBRASKA,31,CENTRAL,50,CUSTER,41,0,229451,1369,59.9,29755.18644,5827523.355
10879,COUNTY,SOUTH DAKOTA,46,SOUTHWEST,70,CUSTER,33,0,2188,198,51.1,299.6238366,533.6609032
10883,COUNTY,OKLAHOMA,40,WEST CENTRAL,20,ROGER MILLS,129,10201,0,0,92.7,1626.322287,11982.04785
10884,COUNTY,OKLAHOMA,40,WEST CENTRAL,20,WASHITA,149,48938,0,4595,92.7,8196.719301,275832.2415
10885,COUNTY,OKLAHOMA,40,CENTRAL,50,CREEK,37,0,587,0,92.7,75.82131434,38.92678074
10886,COUNTY,OKLAHOMA,40,CENTRAL,50,OKFUSKEE,107,0,1932,0,92.7,249.5515832,415.7330541
10887,COUNTY,OKLAHOMA,40,CENTRAL,50,PAYNE,119,0,0,1263,92.7,108.4736929,25.23866981
10888,COUNTY,OKLAHOMA,40,EAST CENTRAL,80,HUGHES,63,0,430,0,92.7,55.54201902,21.04318393
10890,COUNTY,SOUTH DAKOTA,46,CENTRAL,50,HUGHES,65,0,35453,6477,51.1,5135.65684,139793.9757
10892,COUNTY,OKLAHOMA,40,EAST CENTRAL,80,MUSKOGEE,101,0,3787,0,92.7,489.1572699,1592.428816
10893,COUNTY,OKLAHOMA,40,EAST CENTRAL,80,OKMULGEE,111,0,818,0,92.7,105.6590036,75.15983918
10894,COUNTY,OKLAHOMA,40,EAST CENTRAL,80,PITTSBURG,121,0,618,0,92.7,79.82550641,43.10299436
10895,COUNTY,OKLAHOMA,40,EAST CENTRAL,80,SEQUOYAH,135,0,8353,0,92.7,1078.936011,7733.834059
10896,COUNTY,OKLAHOMA,40,NORTHEAST,70,CRAIG,35,0,4778,308,92.7,643.6150573,2535.038444
10898,COUNTY,VIRGINIA,51,WESTERN,40,CRAIG,45,0,319,0,112.5,43.76282949,11.69194985
10900,COUNTY,OKLAHOMA,40,NORTHEAST,70,MAYES,97,0,1227,1681,92.7,302.8624388,212.2462029
10901,COUNTY,OKLAHOMA,40,NORTHEAST,70,NOWATA,105,0,1536,250,92.7,219.8726943,264.4557952
10902,COUNTY,OKLAHOMA,40,NORTHEAST,70,ROGERS,131,0,741,420,92.7,131.7851191,64.93748375
10903,COUNTY,OKLAHOMA,40,NORTHEAST,70,WAGONER,145,0,2215,896,92.7,363.0596071,559.0626078
10904,COUNTY,OKLAHOMA,40,SOUTH CENTRAL,60,GARVIN,49,0,3913,1051,92.7,595.6982886,1717.696397
10905,COUNTY,OKLAHOMA,40,SOUTH CENTRAL,60,LOVE,85,0,0,0,92.7,0.0,0.0
10906,COUNTY,OKLAHOMA,40,NORTH CENTRAL,40,WOODS,151,0,0,5206,92.7,447.121176,406.9667217
10907,COUNTY,OKLAHOMA,40,SOUTH CENTRAL,60,ATOKA,5,0,0,0,92.7,0.0,0.0
10908,COUNTY,OKLAHOMA,40,WEST CENTRAL,20,DEWEY,43,0,0,0,92.7,0.0,0.0
10910,COUNTY,SOUTH DAKOTA,46,NORTHWEST,10,DEWEY,41,0,18482,1232,51.1,2493.084713,37856.30268
10912,COUNTY,SOUTH CAROLINA,45,CENTRAL,50,CLARENDON,27,10925,33660,1245,126.4,6559.867889,139203.3081
10913,COUNTY,SOUTH CAROLINA,45,CENTRAL,50,LEXINGTON,63,1595,6784,330,126.4,1227.64982,5399.009003
10914,COUNTY,SOUTH CAROLINA,45,CENTRAL,50,ORANGEBURG,75,33582,37577,0,126.4,10778.32866,286089.1479
10915,COUNTY,SOUTH CAROLINA,45,EASTERN,30,CHESTERFIELD,25,848,7157,0,126.4,1123.847052,5762.917053
10917,COUNTY,VIRGINIA,51,CENTRAL,50,CHESTERFIELD,41,0,436,0,112.5,59.81377322,21.62635515
10919,COUNTY,SOUTH CAROLINA,45,EASTERN,30,DARLINGTON,31,25640,21693,464,126.4,7311.398606,127762.3793
10920,COUNTY,SOUTH CAROLINA,45,EASTERN,30,DILLON,33,6524,18140,0,126.4,3581.011653,41349.55381
10921,COUNTY,SOUTH CAROLINA,45,EASTERN,30,FLORENCE,41,10730,23567,0,126.4,5029.813945,74761.36443
10923,COUNTY,WISCONSIN,55,NORTHEAST,30,FLORENCE,37,0,0,0,82.9,0.0,0.0
10925,COUNTY,SOUTH CAROLINA,45,EASTERN,30,GEORGETOWN,43,1219,1687,0,126.4,435.5542686,489.8104486
10926,COUNTY,SOUTH CAROLINA,45,EASTERN,30,HORRY,51,7335,19087,0,126.4,3846.72843,46546.62376
10927,COUNTY,SOUTH CAROLINA,45,EASTERN,30,MARLBORO,69,13789,13160,0,126.4,4114.325893,41073.07723
10928,COUNTY,SOUTH CAROLINA,45,EASTERN,30,WILLIAMSBURG,89,18420,20542,226,126.4,5922.965438,85781.77771
10929,COUNTY,SOUTH CAROLINA,45,NORTH CENTRAL,20,CHESTER,23,4584,622,0,126.4,852.9113662,2466.601115
10932,COUNTY,TENNESSEE,47,WEST TENNESSEE,20,CHESTER,23,3082,3181,0,137.6,952.4677217,2220.868324
10935,COUNTY,PENNSYLVANIA,42,SOUTHEASTERN,90,CHESTER,29,0,27140,0,108.9,3723.270195,81562.94642
10938,COUNTY,SOUTH CAROLINA,45,NORTH CENTRAL,20,YORK,91,5818,185,0,126.4,999.5909887,3904.958505
10942,COUNTY,MAINE,23,SOUTH,30,YORK,31,0,49,0,107.2,6.722190109,0.33161277
10946,COUNTY,NEBRASKA,31,EAST,60,YORK,185,0,205988,1256,59.9,26714.82462,4696676.888
10950,COUNTY,PENNSYLVANIA,42,SOUTH CENTRAL,80,YORK,133,0,73883,0,108.9,10135.828,604281.5749
10954,COUNTY,SOUTH CAROLINA,45,SOUTHERN,80,ALLENDALE,5,1666,7807,0,126.4,1349.99126,7077.974063
10955,COUNTY,SOUTH CAROLINA,45,SOUTHERN,80,BAMBERG,9,8539,6046,0,126.4,2259.272698,12451.64912
10956,COUNTY,SOUTH CAROLINA,45,SOUTHERN,80,BARNWELL,11,11291,2430,0,126.4,2224.018847,15334.68345
10957,COUNTY,SOUTH CAROLINA,45,SOUTHERN,80,BERKELEY,15,310,3143,0,126.4,483.0892974,1109.06554
10959,COUNTY,WEST VIRGINIA,54,EASTERN,60,BERKELEY,3,0,3874,0,114.7,531.4645813,1666.316414
10961,COUNTY,SOUTH CAROLINA,45,SOUTHERN,80,COLLETON,29,4304,5602,0,126.4,1489.219998,5617.353251
10962,COUNTY,SOUTH CAROLINA,45,SOUTHERN,80,DORCHESTER,35,6237,7148,0,126.4,2024.98855,10147.23129
