Geo Level,State,State ANSI,Ag District,Ag District Code,County,County ANSI,Corn_area
COUNTY,GEORGIA,13,SOUTHEAST,90,WAYNE,305,"1,623"
COUNTY,GEORGIA,13,SOUTHWEST,70,BAKER,7,"6,182"
COUNTY,GEORGIA,13,SOUTHWEST,70,CALHOUN,37,"9,331"
COUNTY,GEORGIA,13,SOUTHWEST,70,CLAY,61,"1,623"
COUNTY,GEORGIA,13,SOUTHWEST,70,DECATUR,87,"11,396"
COUNTY,GEORGIA,13,SOUTHWEST,70,DOUGHERTY,95,890
COUNTY,GEORGIA,13,SOUTHWEST,70,EARLY,99,"6,131"
COUNTY,GEORGIA,13,SOUTHWEST,70,GRADY,131,"6,258"
COUNTY,GEORGIA,13,SOUTHWEST,70,LEE,177,"5,349"
COUNTY,GEORGIA,13,SOUTHWEST,70,MILLER,201,"6,261"
COUNTY,GEORGIA,13,SOUTHWEST,70,MITCHELL,205,"6,638"
COUNTY,GEORGIA,13,SOUTHWEST,70,RANDOLPH,243,"9,264"
COUNTY,GEORGIA,13,SOUTHWEST,70,SEMINOLE,253,"11,498"
COUNTY,GEORGIA,13,SOUTHWEST,70,STEWART,259, 
COUNTY,GEORGIA,13,SOUTHWEST,70,SUMTER,261,"8,245"
COUNTY,GEORGIA,13,SOUTHWEST,70,TERRELL,273,"12,269"
COUNTY,GEORGIA,13,SOUTHWEST,70,THOMAS,275,"3,349"
COUNTY,GEORGIA,13,SOUTHWEST,70,WEBSTER,307,"2,260"
COUNTY,GEORGIA,13,WEST CENTRAL,40,CARROLL,45,287
COUNTY,GEORGIA,13,WEST CENTRAL,40,CLAYTON,63, 
COUNTY,GEORGIA,13,WEST CENTRAL,40,COWETA,77,578
COUNTY,GEORGIA,13,WEST CENTRAL,40,DOUGLAS,97,26
COUNTY,GEORGIA,13,WEST CENTRAL,40,FAYETTE,113,121
COUNTY,GEORGIA,13,WEST CENTRAL,40,HARALSON,143,"1,696"
COUNTY,GEORGIA,13,WEST CENTRAL,40,HARRIS,145,59
COUNTY,GEORGIA,13,WEST CENTRAL,40,HEARD,149,600
COUNTY,GEORGIA,13,WEST CENTRAL,40,LAMAR,171, 
COUNTY,GEORGIA,13,WEST CENTRAL,40,MACON,193,"3,794"
COUNTY,GEORGIA,13,WEST CENTRAL,40,MARION,197,803
COUNTY,GEORGIA,13,WEST CENTRAL,40,MERIWETHER,199,110
COUNTY,GEORGIA,13,WEST CENTRAL,40,PIKE,231, 
COUNTY,GEORGIA,13,WEST CENTRAL,40,SCHLEY,249,190
COUNTY,GEORGIA,13,WEST CENTRAL,40,TALBOT,263, 
COUNTY,GEORGIA,13,WEST CENTRAL,40,TAYLOR,269,385
COUNTY,GEORGIA,13,WEST CENTRAL,40,UPSON,293, 
COUNTY,HAWAII,15,KAUAI AND NIIHAU ISLANDS,24,KAUAI,7,876
COUNTY,HAWAII,15,"MAUI, MOLOKAI & LANAI ISLAND",35,MAUI & KALWAO,9,642
COUNTY,HAWAII,15,OAHU ISLAND,62,HONOLULU,3,"3,381"
COUNTY,IDAHO,16,EAST,90,BANNOCK,5, 
COUNTY,IDAHO,16,EAST,90,BINGHAM,11,"2,863"
COUNTY,IDAHO,16,EAST,90,BONNEVILLE,19, 
COUNTY,IDAHO,16,EAST,90,CARIBOU,29, 
COUNTY,IDAHO,16,EAST,90,FRANKLIN,41,"2,318"
COUNTY,IDAHO,16,EAST,90,JEFFERSON,51, 
COUNTY,IDAHO,16,EAST,90,MADISON,65, 
COUNTY,IDAHO,16,EAST,90,POWER,77,"11,643"
COUNTY,IDAHO,16,SOUTH CENTRAL,80,CAMAS,25, 
COUNTY,IDAHO,16,SOUTH CENTRAL,80,CASSIA,31,"3,364"
COUNTY,IDAHO,16,SOUTH CENTRAL,80,GOODING,47,"12,533"
COUNTY,IDAHO,16,SOUTH CENTRAL,80,JEROME,53,"3,608"
COUNTY,IDAHO,16,SOUTH CENTRAL,80,LINCOLN,63,"5,017"
COUNTY,IDAHO,16,SOUTH CENTRAL,80,MINIDOKA,67, 
COUNTY,IDAHO,16,SOUTH CENTRAL,80,TWIN FALLS,83,"18,252"
COUNTY,IDAHO,16,SOUTHWEST,70,ADA,1,"4,844"
COUNTY,IDAHO,16,SOUTHWEST,70,ADAMS,3, 
COUNTY,IDAHO,16,SOUTHWEST,70,CANYON,27,"21,012"
COUNTY,IDAHO,16,SOUTHWEST,70,ELMORE,39,"15,296"
COUNTY,IDAHO,16,SOUTHWEST,70,GEM,45,"3,931"
COUNTY,IDAHO,16,SOUTHWEST,70,OWYHEE,73,"16,476"
COUNTY,IDAHO,16,SOUTHWEST,70,PAYETTE,75,"5,782"
COUNTY,IDAHO,16,SOUTHWEST,70,WASHINGTON,87,"2,256"
COUNTY,ILLINOIS,17,CENTRAL,40,DE WITT,39,"85,067"
COUNTY,ILLINOIS,17,CENTRAL,40,LOGAN,107,"1,75,138"
COUNTY,ILLINOIS,17,CENTRAL,40,MACON,115,"1,29,044"
COUNTY,ILLINOIS,17,CENTRAL,40,MARSHALL,123,"95,980"
COUNTY,ILLINOIS,17,CENTRAL,40,MASON,125,"1,28,358"
COUNTY,ILLINOIS,17,CENTRAL,40,MCLEAN,113,"2,81,899"
COUNTY,ILLINOIS,17,CENTRAL,40,MENARD,129,"68,179"
COUNTY,ILLINOIS,17,CENTRAL,40,PEORIA,143,"1,04,430"
COUNTY,ILLINOIS,17,CENTRAL,40,STARK,175,"88,880"
COUNTY,ILLINOIS,17,CENTRAL,40,TAZEWELL,179,"1,40,629"
COUNTY,ILLINOIS,17,CENTRAL,40,WOODFORD,203,"1,24,650"
COUNTY,ILLINOIS,17,EAST,50,CHAMPAIGN,19,"2,77,293"
COUNTY,ILLINOIS,17,EAST,50,FORD,53,"1,26,275"
COUNTY,ILLINOIS,17,EAST,50,IROQUOIS,75,"3,18,759"
COUNTY,ILLINOIS,17,EAST,50,KANKAKEE,91,"1,53,952"
COUNTY,ILLINOIS,17,EAST,50,LIVINGSTON,105,"2,79,725"
COUNTY,ILLINOIS,17,EAST,50,PIATT,147,"1,21,876"
COUNTY,ILLINOIS,17,EAST,50,VERMILION,183,"2,08,358"
COUNTY,ILLINOIS,17,EAST SOUTHEAST,70,CLARK,23,"95,903"
COUNTY,ILLINOIS,17,EAST SOUTHEAST,70,CLAY,25,"72,088"
COUNTY,ILLINOIS,17,EAST SOUTHEAST,70,COLES,29,"98,897"
COUNTY,ILLINOIS,17,EAST SOUTHEAST,70,CRAWFORD,33,"87,368"
COUNTY,ILLINOIS,17,EAST SOUTHEAST,70,CUMBERLAND,35,"58,237"
COUNTY,ILLINOIS,17,EAST SOUTHEAST,70,DOUGLAS,41,"1,16,891"
COUNTY,ILLINOIS,17,EAST SOUTHEAST,70,EDGAR,45,"1,45,876"
COUNTY,ILLINOIS,17,EAST SOUTHEAST,70,EFFINGHAM,49,"1,03,965"
COUNTY,ILLINOIS,17,EAST SOUTHEAST,70,FAYETTE,51,"1,18,696"
COUNTY,ILLINOIS,17,EAST SOUTHEAST,70,JASPER,79,"89,631"
COUNTY,ILLINOIS,17,EAST SOUTHEAST,70,LAWRENCE,101,"94,865"
COUNTY,ILLINOIS,17,EAST SOUTHEAST,70,MARION,121,"67,970"
COUNTY,ILLINOIS,17,EAST SOUTHEAST,70,MOULTRIE,139,"1,05,879"
COUNTY,ILLINOIS,17,EAST SOUTHEAST,70,RICHLAND,159,"66,488"
COUNTY,ILLINOIS,17,EAST SOUTHEAST,70,SHELBY,173,"1,49,513"
COUNTY,ILLINOIS,17,NORTHEAST,20,BOONE,7,"54,653"
COUNTY,ILLINOIS,17,NORTHEAST,20,COOK,31,"2,504"
COUNTY,ILLINOIS,17,NORTHEAST,20,DE KALB,37,"2,02,521"
COUNTY,ILLINOIS,17,NORTHEAST,20,DU PAGE,43, 
COUNTY,ILLINOIS,17,NORTHEAST,20,GRUNDY,63,"1,08,769"
COUNTY,ILLINOIS,17,NORTHEAST,20,KANE,89,"78,683"
COUNTY,ILLINOIS,17,NORTHEAST,20,KENDALL,93,"67,769"
COUNTY,ILLINOIS,17,NORTHEAST,20,LA SALLE,99,"2,74,836"
COUNTY,ILLINOIS,17,NORTHEAST,20,LAKE,97,"9,457"
COUNTY,ILLINOIS,17,NORTHEAST,20,MCHENRY,111,"92,962"
COUNTY,ILLINOIS,17,NORTHEAST,20,WILL,197,"88,990"
COUNTY,ILLINOIS,17,NORTHWEST,10,BUREAU,11,"2,41,210"
COUNTY,ILLINOIS,17,NORTHWEST,10,CARROLL,15,"1,33,944"
COUNTY,ILLINOIS,17,NORTHWEST,10,HENRY,73,"2,28,670"
COUNTY,ILLINOIS,17,NORTHWEST,10,JO DAVIESS,85,"98,799"
COUNTY,ILLINOIS,17,NORTHWEST,10,LEE,103,"2,32,950"
COUNTY,ILLINOIS,17,NORTHWEST,10,MERCER,131,"1,23,167"
COUNTY,ILLINOIS,17,NORTHWEST,10,OGLE,141,"2,03,932"
COUNTY,ILLINOIS,17,NORTHWEST,10,PUTNAM,155,"22,312"
COUNTY,ILLINOIS,17,NORTHWEST,10,ROCK ISLAND,161,"65,984"
COUNTY,ILLINOIS,17,NORTHWEST,10,STEPHENSON,177,"1,53,010"
COUNTY,ILLINOIS,17,NORTHWEST,10,WHITESIDE,195,"2,16,805"
COUNTY,ILLINOIS,17,NORTHWEST,10,WINNEBAGO,201,"79,836"
COUNTY,ILLINOIS,17,SOUTHEAST,90,EDWARDS,47,"43,380"
COUNTY,ILLINOIS,17,SOUTHEAST,90,FRANKLIN,55,"37,668"
COUNTY,ILLINOIS,17,SOUTHEAST,90,GALLATIN,59,"74,482"
COUNTY,ILLINOIS,17,SOUTHEAST,90,HAMILTON,65,"62,347"
COUNTY,ILLINOIS,17,SOUTHEAST,90,HARDIN,69, 
COUNTY,ILLINOIS,17,SOUTHEAST,90,JEFFERSON,81,"46,139"
COUNTY,ILLINOIS,17,SOUTHEAST,90,MASSAC,127,"22,479"
COUNTY,ILLINOIS,17,SOUTHEAST,90,POPE,151,"4,850"
COUNTY,ILLINOIS,17,SOUTHEAST,90,SALINE,165,"43,643"
COUNTY,ILLINOIS,17,SOUTHEAST,90,WABASH,185,"47,881"
COUNTY,ILLINOIS,17,SOUTHEAST,90,WAYNE,191,"1,19,771"
COUNTY,ILLINOIS,17,SOUTHEAST,90,WHITE,193,"92,677"
COUNTY,ILLINOIS,17,SOUTHWEST,80,ALEXANDER,3,"5,211"
COUNTY,ILLINOIS,17,SOUTHWEST,80,CLINTON,27,"84,970"
COUNTY,ILLINOIS,17,SOUTHWEST,80,JACKSON,77,"30,908"
COUNTY,ILLINOIS,17,SOUTHWEST,80,JOHNSON,87,"4,999"
COUNTY,ILLINOIS,17,SOUTHWEST,80,MONROE,133,"49,625"
COUNTY,ILLINOIS,17,SOUTHWEST,80,PERRY,145,"39,635"
COUNTY,ILLINOIS,17,SOUTHWEST,80,PULASKI,153,"18,653"
COUNTY,ILLINOIS,17,SOUTHWEST,80,RANDOLPH,157,"61,926"
COUNTY,ILLINOIS,17,SOUTHWEST,80,ST CLAIR,163,"92,737"
COUNTY,ILLINOIS,17,SOUTHWEST,80,UNION,181,"16,599"
COUNTY,ILLINOIS,17,SOUTHWEST,80,WASHINGTON,189,"1,16,899"
COUNTY,ILLINOIS,17,SOUTHWEST,80,WILLIAMSON,199,"17,803"
COUNTY,ILLINOIS,17,WEST,30,ADAMS,1,"1,70,774"
COUNTY,ILLINOIS,17,WEST,30,BROWN,9,"32,742"
COUNTY,ILLINOIS,17,WEST,30,FULTON,57,"1,41,277"
COUNTY,ILLINOIS,17,WEST,30,HANCOCK,67,"1,76,035"
COUNTY,ILLINOIS,17,WEST,30,HENDERSON,71,"88,056"
COUNTY,ILLINOIS,17,WEST,30,KNOX,95,"1,79,797"
COUNTY,ILLINOIS,17,WEST,30,MCDONOUGH,109,"1,36,868"
COUNTY,ILLINOIS,17,WEST,30,SCHUYLER,169,"67,048"
COUNTY,ILLINOIS,17,WEST,30,WARREN,187,"1,58,390"
COUNTY,ILLINOIS,17,WEST SOUTHWEST,60,BOND,5,"52,929"
COUNTY,ILLINOIS,17,WEST SOUTHWEST,60,CALHOUN,13,"21,639"
COUNTY,ILLINOIS,17,WEST SOUTHWEST,60,CASS,17,"86,133"
COUNTY,ILLINOIS,17,WEST SOUTHWEST,60,CHRISTIAN,21,"1,90,461"
COUNTY,ILLINOIS,17,WEST SOUTHWEST,60,GREENE,61,"1,18,379"
COUNTY,ILLINOIS,17,WEST SOUTHWEST,60,JERSEY,83,"75,359"
COUNTY,ILLINOIS,17,WEST SOUTHWEST,60,MACOUPIN,117,"1,64,851"
COUNTY,ILLINOIS,17,WEST SOUTHWEST,60,MADISON,119,"1,21,675"
COUNTY,ILLINOIS,17,WEST SOUTHWEST,60,MONTGOMERY,135,"1,87,192"
COUNTY,ILLINOIS,17,WEST SOUTHWEST,60,MORGAN,137,"1,31,605"
COUNTY,ILLINOIS,17,WEST SOUTHWEST,60,PIKE,149,"1,60,812"
COUNTY,ILLINOIS,17,WEST SOUTHWEST,60,SANGAMON,167,"2,57,193"
COUNTY,ILLINOIS,17,WEST SOUTHWEST,60,SCOTT,171,"60,497"
COUNTY,INDIANA,18,CENTRAL,50,BARTHOLOMEW,5,"56,473"
COUNTY,INDIANA,18,CENTRAL,50,BOONE,11,"92,504"
COUNTY,INDIANA,18,CENTRAL,50,CLINTON,23,"1,10,973"
COUNTY,INDIANA,18,CENTRAL,50,DECATUR,31,"75,236"
COUNTY,INDIANA,18,CENTRAL,50,GRANT,53,"60,570"
COUNTY,INDIANA,18,CENTRAL,50,HAMILTON,57,"51,617"
COUNTY,INDIANA,18,CENTRAL,50,HANCOCK,59,"71,657"
COUNTY,INDIANA,18,CENTRAL,50,HENDRICKS,63,"64,770"
COUNTY,INDIANA,18,CENTRAL,50,HOWARD,67,"59,882"
COUNTY,INDIANA,18,CENTRAL,50,JOHNSON,81,"55,115"
COUNTY,INDIANA,18,CENTRAL,50,MADISON,95,"85,664"
COUNTY,INDIANA,18,CENTRAL,50,MARION,97,"5,624"
COUNTY,INDIANA,18,CENTRAL,50,MORGAN,109,"43,130"
COUNTY,INDIANA,18,CENTRAL,50,RUSH,139,"90,820"
COUNTY,INDIANA,18,CENTRAL,50,SHELBY,145,"96,674"
COUNTY,INDIANA,18,CENTRAL,50,TIPTON,159,"74,545"
COUNTY,INDIANA,18,EAST CENTRAL,60,BLACKFORD,9,"33,349"
COUNTY,INDIANA,18,EAST CENTRAL,60,DELAWARE,35,"59,148"
COUNTY,INDIANA,18,EAST CENTRAL,60,FAYETTE,41,"31,393"
COUNTY,INDIANA,18,EAST CENTRAL,60,HENRY,65,"58,209"
COUNTY,INDIANA,18,EAST CENTRAL,60,JAY,75,"68,075"
COUNTY,INDIANA,18,EAST CENTRAL,60,RANDOLPH,135,"97,621"
COUNTY,INDIANA,18,EAST CENTRAL,60,UNION,161,"31,328"
COUNTY,INDIANA,18,EAST CENTRAL,60,WAYNE,177,"52,239"
COUNTY,INDIANA,18,NORTH CENTRAL,20,CARROLL,15,"1,11,511"
COUNTY,INDIANA,18,NORTH CENTRAL,20,CASS,17,"89,838"
COUNTY,INDIANA,18,NORTH CENTRAL,20,ELKHART,39,"54,209"
COUNTY,INDIANA,18,NORTH CENTRAL,20,FULTON,49,"1,03,290"
COUNTY,INDIANA,18,NORTH CENTRAL,20,KOSCIUSKO,85,"1,01,074"
COUNTY,INDIANA,18,NORTH CENTRAL,20,MARSHALL,99,"80,176"
COUNTY,INDIANA,18,NORTH CENTRAL,20,MIAMI,103,"63,435"
COUNTY,INDIANA,18,NORTH CENTRAL,20,ST. JOSEPH,141,"65,435"
COUNTY,INDIANA,18,NORTH CENTRAL,20,WABASH,169,"79,138"
COUNTY,INDIANA,18,NORTHEAST,30,ADAMS,1,"67,962"
COUNTY,INDIANA,18,NORTHEAST,30,ALLEN,3,"82,869"
COUNTY,INDIANA,18,NORTHEAST,30,DE KALB,33,"40,291"
COUNTY,INDIANA,18,NORTHEAST,30,HUNTINGTON,69,"61,315"
COUNTY,INDIANA,18,NORTHEAST,30,LAGRANGE,87,"51,187"
COUNTY,INDIANA,18,NORTHEAST,30,NOBLE,113,"69,560"
COUNTY,INDIANA,18,NORTHEAST,30,STEUBEN,151,"40,317"
COUNTY,INDIANA,18,NORTHEAST,30,WELLS,179,"85,283"
COUNTY,INDIANA,18,NORTHEAST,30,WHITLEY,183,"60,112"
COUNTY,INDIANA,18,NORTHWEST,10,BENTON,7,"1,23,495"
COUNTY,INDIANA,18,NORTHWEST,10,JASPER,73,"1,30,331"
COUNTY,INDIANA,18,NORTHWEST,10,LA PORTE,91,"1,17,897"
COUNTY,INDIANA,18,NORTHWEST,10,LAKE,89,"47,279"
COUNTY,INDIANA,18,NORTHWEST,10,NEWTON,111,"78,534"
COUNTY,INDIANA,18,NORTHWEST,10,PORTER,127,"50,915"
COUNTY,INDIANA,18,NORTHWEST,10,PULASKI,131,"98,912"
COUNTY,INDIANA,18,NORTHWEST,10,STARKE,149,"57,545"
COUNTY,INDIANA,18,NORTHWEST,10,WHITE,181,"1,41,116"
COUNTY,INDIANA,18,SOUTH CENTRAL,80,BROWN,13,604
COUNTY,INDIANA,18,SOUTH CENTRAL,80,CRAWFORD,25,"2,020"
COUNTY,INDIANA,18,SOUTH CENTRAL,80,FLOYD,43,"4,240"
COUNTY,INDIANA,18,SOUTH CENTRAL,80,HARRISON,61,"26,996"
COUNTY,INDIANA,18,SOUTH CENTRAL,80,JACKSON,71,"56,778"
COUNTY,INDIANA,18,SOUTH CENTRAL,80,LAWRENCE,93,"19,216"
COUNTY,INDIANA,18,SOUTH CENTRAL,80,MONROE,105,"4,854"
COUNTY,INDIANA,18,SOUTH CENTRAL,80,ORANGE,117,"29,318"
COUNTY,INDIANA,18,SOUTH CENTRAL,80,PERRY,123,"8,230"
COUNTY,INDIANA,18,SOUTH CENTRAL,80,WASHINGTON,175,"45,135"
COUNTY,INDIANA,18,SOUTHEAST,90,CLARK,19,"19,896"
COUNTY,INDIANA,18,SOUTHEAST,90,DEARBORN,29,"3,990"
COUNTY,INDIANA,18,SOUTHEAST,90,FRANKLIN,47,"32,691"
COUNTY,INDIANA,18,SOUTHEAST,90,JEFFERSON,77,"14,244"
COUNTY,INDIANA,18,SOUTHEAST,90,JENNINGS,79,"27,072"
COUNTY,INDIANA,18,SOUTHEAST,90,OHIO,115,"1,700"
COUNTY,INDIANA,18,SOUTHEAST,90,RIPLEY,137,"38,774"
COUNTY,INDIANA,18,SOUTHEAST,90,SCOTT,143,"16,700"
COUNTY,INDIANA,18,SOUTHEAST,90,SWITZERLAND,155,"6,332"
COUNTY,INDIANA,18,SOUTHWEST,70,DAVIESS,27,"89,756"
COUNTY,INDIANA,18,SOUTHWEST,70,DUBOIS,37,"55,312"
COUNTY,INDIANA,18,SOUTHWEST,70,GIBSON,51,"90,174"
COUNTY,INDIANA,18,SOUTHWEST,70,GREENE,55,"50,214"
COUNTY,INDIANA,18,SOUTHWEST,70,KNOX,83,"1,27,821"
COUNTY,INDIANA,18,SOUTHWEST,70,MARTIN,101,"13,456"
COUNTY,INDIANA,18,SOUTHWEST,70,PIKE,125,"20,013"
COUNTY,INDIANA,18,SOUTHWEST,70,POSEY,129,"78,985"
COUNTY,INDIANA,18,SOUTHWEST,70,SPENCER,147,"50,953"
COUNTY,INDIANA,18,SOUTHWEST,70,SULLIVAN,153,"59,503"
COUNTY,INDIANA,18,SOUTHWEST,70,VANDERBURGH,163,"26,347"
COUNTY,INDIANA,18,SOUTHWEST,70,WARRICK,173,"36,150"
COUNTY,INDIANA,18,WEST CENTRAL,40,CLAY,21,"60,095"
COUNTY,INDIANA,18,WEST CENTRAL,40,FOUNTAIN,45,"89,002"
COUNTY,INDIANA,18,WEST CENTRAL,40,MONTGOMERY,107,"1,14,218"
COUNTY,INDIANA,18,WEST CENTRAL,40,OWEN,119,"23,028"
COUNTY,INDIANA,18,WEST CENTRAL,40,PARKE,121,"60,016"
COUNTY,INDIANA,18,WEST CENTRAL,40,PUTNAM,133,"59,120"
COUNTY,INDIANA,18,WEST CENTRAL,40,TIPPECANOE,157,"91,749"
COUNTY,INDIANA,18,WEST CENTRAL,40,VERMILLION,165,"46,972"
COUNTY,INDIANA,18,WEST CENTRAL,40,VIGO,167,"44,369"
COUNTY,INDIANA,18,WEST CENTRAL,40,WARREN,171,"77,237"
COUNTY,IOWA,19,CENTRAL,50,BOONE,15,"1,60,656"
COUNTY,IOWA,19,CENTRAL,50,DALLAS,49,"1,35,452"
COUNTY,IOWA,19,CENTRAL,50,GRUNDY,75,"1,56,721"
COUNTY,IOWA,19,CENTRAL,50,HAMILTON,79,"1,71,923"
COUNTY,IOWA,19,CENTRAL,50,HARDIN,83,"1,92,663"
COUNTY,IOWA,19,CENTRAL,50,JASPER,99,"1,55,986"
COUNTY,IOWA,19,CENTRAL,50,MARSHALL,127,"1,41,425"
COUNTY,IOWA,19,CENTRAL,50,POLK,153,"84,022"
COUNTY,IOWA,19,CENTRAL,50,POWESHIEK,157,"1,35,028"
COUNTY,IOWA,19,CENTRAL,50,STORY,169,"1,58,256"
COUNTY,IOWA,19,CENTRAL,50,TAMA,171,"1,67,964"
COUNTY,IOWA,19,CENTRAL,50,WEBSTER,187,"2,05,014"
COUNTY,IOWA,19,EAST CENTRAL,60,BENTON,11,"1,82,420"
COUNTY,IOWA,19,EAST CENTRAL,60,CEDAR,31,"1,61,030"
COUNTY,IOWA,19,EAST CENTRAL,60,CLINTON,45,"1,98,385"
COUNTY,IOWA,19,EAST CENTRAL,60,IOWA,95,"1,27,216"
COUNTY,IOWA,19,EAST CENTRAL,60,JACKSON,97,"1,10,188"
COUNTY,IOWA,19,EAST CENTRAL,60,JOHNSON,103,"1,18,135"
COUNTY,IOWA,19,EAST CENTRAL,60,JONES,105,"1,61,120"
COUNTY,IOWA,19,EAST CENTRAL,60,LINN,113,"1,44,179"
COUNTY,IOWA,19,EAST CENTRAL,60,MUSCATINE,139,"88,893"
COUNTY,IOWA,19,EAST CENTRAL,60,SCOTT,163,"1,10,792"
COUNTY,IOWA,19,NORTH CENTRAL,20,BUTLER,23,"1,75,853"
COUNTY,IOWA,19,NORTH CENTRAL,20,CERRO GORDO,33,"1,63,843"
COUNTY,IOWA,19,NORTH CENTRAL,20,FLOYD,67,"1,43,999"
COUNTY,IOWA,19,NORTH CENTRAL,20,FRANKLIN,69,"1,95,225"
COUNTY,IOWA,19,NORTH CENTRAL,20,HANCOCK,81,"1,94,587"
COUNTY,IOWA,19,NORTH CENTRAL,20,HUMBOLDT,91,"1,13,536"
COUNTY,IOWA,19,NORTH CENTRAL,20,KOSSUTH,109,"3,07,485"
COUNTY,IOWA,19,NORTH CENTRAL,20,MITCHELL,131,"1,46,369"
COUNTY,IOWA,19,NORTH CENTRAL,20,WINNEBAGO,189,"1,23,939"
COUNTY,IOWA,19,NORTH CENTRAL,20,WORTH,195,"1,14,024"
COUNTY,IOWA,19,NORTH CENTRAL,20,WRIGHT,197,"1,82,136"
COUNTY,IOWA,19,NORTHEAST,30,ALLAMAKEE,5,"76,753"
COUNTY,IOWA,19,NORTHEAST,30,BLACK HAWK,13,"1,53,230"
COUNTY,IOWA,19,NORTHEAST,30,BREMER,17,"1,38,149"
COUNTY,IOWA,19,NORTHEAST,30,BUCHANAN,19,"1,92,370"
COUNTY,IOWA,19,NORTHEAST,30,CHICKASAW,37,"1,50,995"
COUNTY,IOWA,19,NORTHEAST,30,CLAYTON,43,"1,56,476"
COUNTY,IOWA,19,NORTHEAST,30,DELAWARE,55,"2,15,851"
COUNTY,IOWA,19,NORTHEAST,30,DUBUQUE,61,"1,52,316"
COUNTY,IOWA,19,NORTHEAST,30,FAYETTE,65,"1,66,410"
COUNTY,IOWA,19,NORTHEAST,30,HOWARD,89,"1,36,872"
COUNTY,IOWA,19,NORTHEAST,30,WINNESHIEK,191,"1,63,686"
COUNTY,IOWA,19,NORTHWEST,10,BUENA VISTA,21,"1,72,343"
COUNTY,IOWA,19,NORTHWEST,10,CHEROKEE,35,"1,45,640"
COUNTY,IOWA,19,NORTHWEST,10,CLAY,41,"1,45,604"
COUNTY,IOWA,19,NORTHWEST,10,DICKINSON,59,"86,519"
COUNTY,IOWA,19,NORTHWEST,10,EMMET,63,"1,10,527"
COUNTY,IOWA,19,NORTHWEST,10,LYON,119,"1,68,801"
COUNTY,IOWA,19,NORTHWEST,10,O BRIEN,141,"1,47,463"
COUNTY,IOWA,19,NORTHWEST,10,OSCEOLA,143,"1,16,421"
COUNTY,IOWA,19,NORTHWEST,10,PALO ALTO,147,"1,83,340"
COUNTY,IOWA,19,NORTHWEST,10,PLYMOUTH,149,"2,21,661"
COUNTY,IOWA,19,NORTHWEST,10,POCAHONTAS,151,"1,65,541"
COUNTY,IOWA,19,NORTHWEST,10,SIOUX,167,"2,24,841"
COUNTY,IOWA,19,SOUTH CENTRAL,80,APPANOOSE,7,"21,577"
COUNTY,IOWA,19,SOUTH CENTRAL,80,CLARKE,39,"19,936"
COUNTY,IOWA,19,SOUTH CENTRAL,80,DECATUR,53,"33,112"
COUNTY,IOWA,19,SOUTH CENTRAL,80,LUCAS,117,"23,562"
COUNTY,IOWA,19,SOUTH CENTRAL,80,MADISON,121,"62,854"
COUNTY,IOWA,19,SOUTH CENTRAL,80,MARION,125,"72,180"
COUNTY,IOWA,19,SOUTH CENTRAL,80,MONROE,135,"29,729"
COUNTY,IOWA,19,SOUTH CENTRAL,80,RINGGOLD,159,"44,842"
COUNTY,IOWA,19,SOUTH CENTRAL,80,UNION,175,"61,576"
COUNTY,IOWA,19,SOUTH CENTRAL,80,WARREN,181,"63,445"
COUNTY,IOWA,19,SOUTH CENTRAL,80,WAYNE,185,"55,703"
COUNTY,IOWA,19,SOUTHEAST,90,DAVIS,51,"31,685"
COUNTY,IOWA,19,SOUTHEAST,90,DES MOINES,57,"66,202"
COUNTY,IOWA,19,SOUTHEAST,90,HENRY,87,"91,644"
COUNTY,IOWA,19,SOUTHEAST,90,JEFFERSON,101,"69,850"
COUNTY,IOWA,19,SOUTHEAST,90,KEOKUK,107,"1,07,929"
COUNTY,IOWA,19,SOUTHEAST,90,LEE,111,"69,962"
COUNTY,IOWA,19,SOUTHEAST,90,LOUISA,115,"79,809"
COUNTY,IOWA,19,SOUTHEAST,90,MAHASKA,123,"1,22,145"
COUNTY,IOWA,19,SOUTHEAST,90,VAN BUREN,177,"43,534"
COUNTY,IOWA,19,SOUTHEAST,90,WAPELLO,179,"58,267"
COUNTY,IOWA,19,SOUTHEAST,90,WASHINGTON,183,"1,16,722"
COUNTY,IOWA,19,SOUTHWEST,70,ADAIR,1,"94,641"
COUNTY,IOWA,19,SOUTHWEST,70,ADAMS,3,"62,614"
COUNTY,IOWA,19,SOUTHWEST,70,CASS,29,"1,04,244"
COUNTY,IOWA,19,SOUTHWEST,70,FREMONT,71,"1,12,299"
COUNTY,IOWA,19,SOUTHWEST,70,MILLS,129,"86,985"
COUNTY,IOWA,19,SOUTHWEST,70,MONTGOMERY,137,"92,756"
COUNTY,IOWA,19,SOUTHWEST,70,PAGE,145,"1,20,638"
COUNTY,IOWA,19,SOUTHWEST,70,POTTAWATTAMIE,155,"2,35,421"
COUNTY,IOWA,19,SOUTHWEST,70,TAYLOR,173,"80,441"
COUNTY,IOWA,19,WEST CENTRAL,40,AUDUBON,9,"1,12,900"
COUNTY,IOWA,19,WEST CENTRAL,40,CALHOUN,25,"1,73,126"
COUNTY,IOWA,19,WEST CENTRAL,40,CARROLL,27,"1,74,669"
COUNTY,IOWA,19,WEST CENTRAL,40,CRAWFORD,47,"2,07,311"
