,Geo Level,State,State ANSI,Ag District,Ag District Code,County,County ANSI,cotton_area,Corn_area,SORGHUM_ACRES,precipitation_cm,Latitude,Longitude,CO2,N2O
1356,COUNTY,HAWAII,15,KAUAI AND NIIHAU ISLANDS,24,KAUAI,7,0,876,0,161.8,22.05046655,-159.5587678,127.2018755,86.11257699
1357,COUNTY,HAWAII,15,OAHU ISLAND,62,HONOLULU,3,0,3381,0,161.8,21.304547,-157.855676,490.9469646,1269.774011
1358,COUNTY,IDAHO,16,EAST,90,BANNOCK,5,0,0,0,48.1,42.6936188,-112.2506044,0,0
1359,COUNTY,IDAHO,16,EAST,90,BINGHAM,11,0,2863,0,48.1,43.1881598,-112.3598354,369.8065127,911.0871658
1360,COUNTY,IDAHO,16,EAST,90,BONNEVILLE,19,0,0,0,48.1,43.3993844,-111.4752257,0,0
1361,COUNTY,IDAHO,16,EAST,90,CARIBOU,29,0,0,0,48.1,42.780196,-111.6052607,0,0
1362,COUNTY,IDAHO,16,EAST,90,FRANKLIN,41,0,2318,0,48.1,42.1093652,-111.8203389,299.4102328,597.8265302
1363,COUNTY,IDAHO,16,EAST,90,JEFFERSON,51,0,0,0,48.1,43.8010248,-112.3498022,0,0
1364,COUNTY,IDAHO,16,EAST,90,MADISON,65,0,0,0,48.1,43.7740801,-111.6304151,0,0
1365,COUNTY,IDAHO,16,EAST,90,POWER,77,0,11643,0,48.1,42.6769078,-112.8869775,1503.897041,15019.70776
1366,COUNTY,IDAHO,16,SOUTH CENTRAL,80,CAMAS,25,0,0,0,48.1,43.4064019,-114.8070143,0,0
1367,COUNTY,IDAHO,16,SOUTH CENTRAL,80,CASSIA,31,0,3364,0,48.1,42.2219306,-113.5777087,434.5194233,1257.059752
1368,COUNTY,IDAHO,16,SOUTH CENTRAL,80,GOODING,47,0,12533,0,48.1,43.0031041,-114.8286924,1618.856103,17402.41941
1369,COUNTY,IDAHO,16,SOUTH CENTRAL,80,JEROME,53,0,3608,0,48.1,42.702266,-114.2867043,466.0362899,1445.677242
1370,COUNTY,IDAHO,16,SOUTH CENTRAL,80,LINCOLN,63,0,5017,0,48.1,43.0138672,-114.1650584,648.0332778,2792.653992
1371,COUNTY,IDAHO,16,SOUTH CENTRAL,80,MINIDOKA,67,0,0,0,48.1,42.844092,-113.6059588,0,0
1372,COUNTY,IDAHO,16,SOUTH CENTRAL,80,TWIN FALLS,83,0,18252,0,48.1,42.5704456,-114.4602554,2357.564956,36896.8015
1373,COUNTY,IDAHO,16,SOUTHWEST,70,ADA,1,0,4844,0,48.1,43.4136539,-116.2367421,625.6873027,2603.602322
1374,COUNTY,IDAHO,16,SOUTHWEST,70,ADAMS,3,0,0,0,48.1,44.8677448,-116.4572399,0,0
1375,COUNTY,IDAHO,16,SOUTHWEST,70,CANYON,27,0,21012,0,48.1,43.6435692,-116.7017144,2714.067218,48895.02254
1376,COUNTY,IDAHO,16,SOUTHWEST,70,ELMORE,39,0,15296,0,48.1,43.3073766,-115.5411027,1975.745867,25916.67917
1377,COUNTY,IDAHO,16,SOUTHWEST,70,GEM,45,0,3931,0,48.1,44.0123019,-116.3846609,507.7573879,1715.634012
1378,COUNTY,IDAHO,16,SOUTHWEST,70,OWYHEE,73,0,16476,0,48.1,42.4677336,-116.1590085,2128.163501,30067.85817
1379,COUNTY,IDAHO,16,SOUTHWEST,70,PAYETTE,75,0,5782,0,48.1,44.0374651,-116.7651123,746.8464046,3708.056356
1380,COUNTY,IDAHO,16,SOUTHWEST,70,WASHINGTON,87,0,2256,0,48.1,44.3986887,-116.7400859,291.4018486,566.3549654
1381,COUNTY,ILLINOIS,17,CENTRAL,40,DE WITT,39,0,85067,0,99.6,40.1811468,-88.7861844,10987.89054,801056.5201
1382,COUNTY,ILLINOIS,17,CENTRAL,40,LOGAN,107,0,175138,0,99.6,40.1075089,-89.3768539,22622.13518,3395234.808
1383,COUNTY,ILLINOIS,17,CENTRAL,40,MACON,115,0,129044,0,99.6,39.8455208,-88.9602376,16668.28908,1843297.49
1384,COUNTY,ILLINOIS,17,CENTRAL,40,MARSHALL,123,0,95980,0,99.6,41.0324537,-89.2998456,12397.49532,1019753.884
1385,COUNTY,ILLINOIS,17,CENTRAL,40,MASON,125,0,128358,279,99.6,40.2302271,-89.8660433,16603.6423,1823754.023
1386,COUNTY,ILLINOIS,17,CENTRAL,40,MCLEAN,113,0,281899,0,99.6,40.4631789,-88.8196613,36412.18517,8795989.633
1387,COUNTY,ILLINOIS,17,CENTRAL,40,MENARD,129,0,68179,0,99.6,40.0166667,-89.7858065,8806.510035,514585.4884
1388,COUNTY,ILLINOIS,17,CENTRAL,40,PEORIA,143,0,104430,0,99.6,40.6938609,-89.5891008,13488.96057,1207202.113
1389,COUNTY,ILLINOIS,17,CENTRAL,40,STARK,175,0,88880,0,99.6,41.0712135,-89.8066831,11480.40616,874472.9053
1390,COUNTY,ILLINOIS,17,CENTRAL,40,TAZEWELL,179,0,140629,50,99.6,40.5126429,-89.5442084,18168.98869,2189103.169
1391,COUNTY,ILLINOIS,17,CENTRAL,40,WOODFORD,203,0,124650,0,99.6,40.8145359,-89.2074215,16100.72714,1719910.33
1392,COUNTY,ILLINOIS,17,EAST,50,CHAMPAIGN,19,0,277293,0,99.6,40.1164841,-88.2430932,35817.23972,8510905.371
1393,COUNTY,ILLINOIS,17,EAST,50,FORD,53,0,126275,0,99.6,40.4980955,-88.2552987,16310.62431,1765043.646
1394,COUNTY,ILLINOIS,17,EAST,50,IROQUOIS,75,0,318759,0,99.6,40.7351265,-87.8309209,41173.2987,11246577.65
1395,COUNTY,ILLINOIS,17,EAST,50,KANKAKEE,91,0,153952,0,99.6,41.1253903,-87.848682,19885.59282,2623516.845
1396,COUNTY,ILLINOIS,17,EAST,50,LIVINGSTON,105,0,279725,0,99.6,40.8682487,-88.5631125,36131.37505,8660846.645
1397,COUNTY,ILLINOIS,17,EAST,50,PIATT,147,0,121876,0,99.6,39.967291,-88.6072399,15742.41654,1644214.926
1398,COUNTY,ILLINOIS,17,EAST,50,VERMILION,183,0,208358,0,99.6,40.1749809,-87.7323857,26913.07907,4805345.314
1399,COUNTY,ILLINOIS,17,EAST SOUTHEAST,70,CLARK,23,0,95903,201,99.6,39.3260541,-87.7838526,12404.81245,1018119.314
1400,COUNTY,ILLINOIS,17,EAST SOUTHEAST,70,CLAY,25,0,72088,221,99.6,38.7340694,-88.4910693,9330.406487,575279.3808
1401,COUNTY,ILLINOIS,17,EAST SOUTHEAST,70,COLES,29,0,98897,0,99.6,39.5266741,-88.2184999,12774.27687,1082675.955
1402,COUNTY,ILLINOIS,17,EAST SOUTHEAST,70,CRAWFORD,33,0,87368,150,99.6,39.0131644,-87.7291001,11297.98779,844975.9639
1403,COUNTY,ILLINOIS,17,EAST SOUTHEAST,70,CUMBERLAND,35,0,58237,0,99.6,39.2744299,-88.2423795,7522.326888,375463.2836
1404,COUNTY,ILLINOIS,17,EAST SOUTHEAST,70,DOUGLAS,41,0,116891,0,99.6,39.7628415,-88.2170516,15098.51662,1512468.003
1405,COUNTY,ILLINOIS,17,EAST SOUTHEAST,70,EDGAR,45,0,145876,0,99.6,39.6714952,-87.7340364,18842.4362,2355498.194
1406,COUNTY,ILLINOIS,17,EAST SOUTHEAST,70,EFFINGHAM,49,0,103965,126,99.6,39.0520902,-88.6029006,13439.7193,1196476.352
1407,COUNTY,ILLINOIS,17,EAST SOUTHEAST,70,FAYETTE,51,0,118696,0,99.6,39.0001282,-89.0430211,15331.66393,1559536.447
1408,COUNTY,ILLINOIS,17,EAST SOUTHEAST,70,JASPER,79,0,89631,0,99.6,39.0082423,-88.1552371,11577.41095,889312.2045
1409,COUNTY,ILLINOIS,17,EAST SOUTHEAST,70,LAWRENCE,101,0,94865,0,99.6,38.710333,-87.7143359,12253.47357,996200.0168
1410,COUNTY,ILLINOIS,17,EAST SOUTHEAST,70,MARION,121,0,67970,0,99.6,38.6477381,-88.9232112,8779.51403,511435.7215
1411,COUNTY,ILLINOIS,17,EAST SOUTHEAST,70,MOULTRIE,139,0,105879,0,99.6,39.6391442,-88.6087498,13676.12426,1240933.193
1412,COUNTY,ILLINOIS,17,EAST SOUTHEAST,70,RICHLAND,159,0,66488,0,99.6,38.7060457,-88.0949352,8588.087816,489378.3883
1413,COUNTY,ILLINOIS,17,EAST SOUTHEAST,70,SHELBY,173,0,149513,0,99.6,39.3665064,-88.7886278,19312.21835,2474412.581
1414,COUNTY,ILLINOIS,17,NORTHEAST,20,BOONE,7,0,54653,0,99.6,42.321246,-88.8235511,7059.390618,330676.5778
1415,COUNTY,ILLINOIS,17,NORTHEAST,20,COOK,31,0,2504,0,99.6,41.8197385,-87.756525,323.4353852,697.3467867
1416,COUNTY,ILLINOIS,17,NORTHEAST,20,DE KALB,37,0,202521,0,99.6,42.0047639,-89.10989912,26159.12845,4539887.567
1417,COUNTY,ILLINOIS,17,NORTHEAST,20,DU PAGE,43,0,0,0,99.6,42.0189782,-88.1075303,0,0
1418,COUNTY,ILLINOIS,17,NORTHEAST,20,GRUNDY,63,0,108769,0,99.6,41.2747363,-88.4119361,14049.4183,1309597.05
1419,COUNTY,ILLINOIS,17,NORTHEAST,20,KANE,89,0,78683,0,99.6,41.923434,-88.4248315,10163.28531,685342.6753
1420,COUNTY,ILLINOIS,17,NORTHEAST,20,KENDALL,93,0,67769,0,99.6,41.5853584,-88.4319488,8753.551366,508415.6412
1421,COUNTY,ILLINOIS,17,NORTHEAST,20,LA SALLE,99,0,274836,0,99.6,41.3333679,-89.0917497,35499.87521,8360752.307
1422,COUNTY,ILLINOIS,17,NORTHEAST,20,LAKE,97,0,9457,0,99.6,42.3327033,-87.9939552,1221.536916,9911.583742
1423,COUNTY,ILLINOIS,17,NORTHEAST,20,MCHENRY,111,0,92962,0,99.6,42.3294391,-88.4605713,12007.66784,956635.6866
1424,COUNTY,ILLINOIS,17,NORTHEAST,20,WILL,197,0,88990,0,99.6,41.4194058,-87.9994754,11494.61459,876638.6335
1425,COUNTY,ILLINOIS,17,NORTHWEST,10,BUREAU,11,0,241210,0,99.6,41.4016294,-89.5341179,31156.48932,6440082.214
1426,COUNTY,ILLINOIS,17,NORTHWEST,10,CARROLL,15,0,133944,0,99.6,42.0647352,-89.9556785,17301.20976,1985934.096
1427,COUNTY,ILLINOIS,17,NORTHWEST,10,HENRY,73,0,228670,0,99.6,41.3418549,-90.1177442,29536.72905,5787891.441
1428,COUNTY,ILLINOIS,17,NORTHWEST,10,JO DAVIESS,85,0,98799,0,99.6,42.3506664,-90.1743742,12761.61846,1080531.437
1429,COUNTY,ILLINOIS,17,NORTHWEST,10,LEE,103,0,232950,0,99.6,41.74731105,-89.28602959,30089.56589,6006576.312
1430,COUNTY,ILLINOIS,17,NORTHWEST,10,MERCER,131,0,123167,0,99.6,41.2019729,-90.7398717,15909.17176,1679231.125
1431,COUNTY,ILLINOIS,17,NORTHWEST,10,OGLE,141,0,203932,0,99.6,42.0397014,-89.3138599,26341.38378,4603366.447
1432,COUNTY,ILLINOIS,17,NORTHWEST,10,PUTNAM,155,0,22312,0,99.6,41.2025915,-89.2676414,2881.98495,55130.54073
1433,COUNTY,ILLINOIS,17,NORTHWEST,10,ROCK ISLAND,161,0,65984,0,99.6,41.4411786,-90.5766144,8522.987403,481987.896
1434,COUNTY,ILLINOIS,17,NORTHWEST,10,STEPHENSON,177,0,153010,0,99.6,42.3503474,-89.6735637,19763.91705,2591510.828
1435,COUNTY,ILLINOIS,17,NORTHWEST,10,WHITESIDE,195,0,216805,0,99.6,41.7612332,-89.9214744,28004.15682,5202856.442
1436,COUNTY,ILLINOIS,17,NORTHWEST,10,WINNEBAGO,201,0,79836,0,99.6,42.3255276,-89.1496574,10312.21542,705573.9306
1437,COUNTY,ILLINOIS,17,SOUTHEAST,90,EDWARDS,47,0,43380,271,99.6,38.410254,-88.0584362,5626.560583,208344.7723
1438,COUNTY,ILLINOIS,17,SOUTHEAST,90,FRANKLIN,55,0,37668,623,99.6,37.9765409,-88.9335327,4918.987684,157102.1752
1439,COUNTY,ILLINOIS,17,SOUTHEAST,90,GALLATIN,59,0,74482,442,99.6,37.7509507,-88.2264519,9658.614198,614122.2806
1440,COUNTY,ILLINOIS,17,SOUTHEAST,90,HAMILTON,65,0,62347,0,99.6,38.0619569,-88.5301136,8053.205256,430323.0778
1441,COUNTY,ILLINOIS,17,SOUTHEAST,90,HARDIN,69,0,0,420,99.6,37.4999684,-88.23783528,36.07201189,3.167803706
1442,COUNTY,ILLINOIS,17,SOUTHEAST,90,JEFFERSON,81,0,46139,0,99.6,38.3010487,-88.9344303,5959.658641,235683.718
1443,COUNTY,ILLINOIS,17,SOUTHEAST,90,MASSAC,127,0,22479,0,99.6,37.2177417,-88.7163312,2903.55592,55958.68098
1444,COUNTY,ILLINOIS,17,SOUTHEAST,90,POPE,151,0,4850,0,99.6,37.3933531,-88.5904425,626.4623076,2610.048123
1445,COUNTY,ILLINOIS,17,SOUTHEAST,90,SALINE,165,0,43643,0,99.6,37.750075,-88.5302584,5637.256596,210876.8733
1446,COUNTY,ILLINOIS,17,SOUTHEAST,90,WABASH,185,0,47881,0,99.6,38.4615994,-87.8460903,6184.668402,253813.9524
1447,COUNTY,ILLINOIS,17,SOUTHEAST,90,WAYNE,191,0,119771,940,99.6,38.4251958,-88.4197678,15551.25158,1587925.876
1448,COUNTY,ILLINOIS,17,SOUTHEAST,90,WHITE,193,0,92677,1855,99.6,38.0632329,-88.1577725,12130.17316,950832.6871
1449,COUNTY,ILLINOIS,17,SOUTHWEST,80,ALEXANDER,3,0,5211,0,99.6,37.1801529,-89.3502834,673.0917701,3012.534503
1450,COUNTY,ILLINOIS,17,SOUTHWEST,80,CLINTON,27,0,84970,0,99.6,38.5896187,-89.420064,10975.36129,799230.8382
1451,COUNTY,ILLINOIS,17,SOUTHWEST,80,JACKSON,77,0,30908,1656,99.6,37.7668943,-89.3563845,4134.53545,105819.7207
1452,COUNTY,ILLINOIS,17,SOUTHWEST,80,JOHNSON,87,0,4999,0,99.6,37.4501818,-88.8844045,645.708263,2772.675072
1453,COUNTY,ILLINOIS,17,SOUTHWEST,80,MONROE,133,0,49625,814,99.6,38.2722313,-90.1792484,6479.847492,272648.7783
1454,COUNTY,ILLINOIS,17,SOUTHWEST,80,PERRY,145,0,39635,474,99.6,38.0772859,-89.3760499,5160.263154,173932.0331
1455,COUNTY,ILLINOIS,17,SOUTHWEST,80,PULASKI,153,0,18653,0,99.6,37.2314232,-89.1183427,2409.361118,38535.3202
1456,COUNTY,ILLINOIS,17,SOUTHWEST,80,RANDOLPH,157,0,61926,171,99.6,38.0472916,-89.8107962,8013.512206,424532.3834
1457,COUNTY,ILLINOIS,17,SOUTHWEST,80,ST CLAIR,163,0,92737,0,99.6,38.4616972,-89.9324347,11978.60516,952010.8178
1458,COUNTY,ILLINOIS,17,SOUTHWEST,80,UNION,181,0,16599,0,99.6,37.4616454,-89.2504793,2144.051102,30518.30478
1459,COUNTY,ILLINOIS,17,SOUTHWEST,80,WASHINGTON,189,0,116899,318,99.6,38.3662806,-89.4201902,15126.86162,1512676.945
1460,COUNTY,ILLINOIS,17,SOUTHWEST,80,WILLIAMSON,199,0,17803,191,99.6,37.7376325,-88.9294452,2315.972932,35105.18798
1461,COUNTY,ILLINOIS,17,WEST,30,ADAMS,1,0,170774,0,99.6,39.9787786,-91.2110065,22058.44827,3228147.082
1462,COUNTY,ILLINOIS,17,WEST,30,BROWN,9,0,32742,0,99.6,39.9498214,-90.7485656,4229.20183,118699.9106
1463,COUNTY,ILLINOIS,17,WEST,30,FULTON,57,0,141277,0,99.6,40.4714305,-90.1845556,18248.39493,2209322.87
1464,COUNTY,ILLINOIS,17,WEST,30,HANCOCK,67,0,176035,0,99.6,40.3941712,-91.1458063,22737.99842,3430101.24
1465,COUNTY,ILLINOIS,17,WEST,30,HENDERSON,71,0,88056,170,99.6,40.8156124,-90.9104547,11388.57273,858335.4695
1466,COUNTY,ILLINOIS,17,WEST,30,KNOX,95,0,179797,0,99.6,40.920889,-90.2202325,23223.9265,3578270.306
1467,COUNTY,ILLINOIS,17,WEST,30,MCDONOUGH,109,0,136868,0,99.6,40.4376858,-90.6780272,17678.89549,2073582.432
1468,COUNTY,ILLINOIS,17,WEST,30,SCHUYLER,169,0,67048,0,99.6,40.1370869,-90.5697373,8660.421608,497655.9955
1469,COUNTY,ILLINOIS,17,WEST,30,WARREN,187,0,158390,0,99.6,40.8442828,-90.6168408,20458.83812,2776947.981
1470,COUNTY,ILLINOIS,17,WEST SOUTHWEST,60,BOND,5,0,52929,0,99.6,38.8630331,-89.4391416,6836.705872,310145.8272
1471,COUNTY,ILLINOIS,17,WEST SOUTHWEST,60,CALHOUN,13,0,21639,0,99.6,39.1397507,-90.6506113,2795.055232,51855.75613
1472,COUNTY,ILLINOIS,17,WEST SOUTHWEST,60,CASS,17,0,86133,0,99.6,39.9682127,-90.250722,11125.58308,821257.4192
1473,COUNTY,ILLINOIS,17,WEST SOUTHWEST,60,CHRISTIAN,21,0,190461,0,99.6,39.5212598,-89.2829783,24601.36857,4015306.858
1474,COUNTY,ILLINOIS,17,WEST SOUTHWEST,60,GREENE,61,0,118379,0,99.6,39.3573664,-90.3898985,15290.71784,1551217.925
1475,COUNTY,ILLINOIS,17,WEST SOUTHWEST,60,JERSEY,83,0,75359,0,99.6,39.0848464,-90.3303344,9733.932585,628664.8302
1476,COUNTY,ILLINOIS,17,WEST SOUTHWEST,60,MACOUPIN,117,0,164851,0,99.6,39.2420653,-89.925212,21293.38925,3008112.634
1477,COUNTY,ILLINOIS,17,WEST SOUTHWEST,60,MADISON,119,0,121675,0,99.6,38.811063,-89.9017112,15716.45387,1638796.333
1478,COUNTY,ILLINOIS,17,WEST SOUTHWEST,60,MONTGOMERY,135,0,187192,0,99.6,39.2052633,-89.5057126,24179.12006,3878659.652
1479,COUNTY,ILLINOIS,17,WEST SOUTHWEST,60,MORGAN,137,0,131605,0,99.6,39.7062265,-90.190335,16999.08701,1917183.94
1480,COUNTY,ILLINOIS,17,WEST SOUTHWEST,60,PIKE,149,0,160812,0,99.6,39.6108707,-90.8538306,20771.68178,2862520.673
1481,COUNTY,ILLINOIS,17,WEST SOUTHWEST,60,SANGAMON,167,0,257193,0,99.6,39.7623668,-89.6454905,33220.97325,7321797.679
1482,COUNTY,ILLINOIS,17,WEST SOUTHWEST,60,SCOTT,171,0,60497,0,99.6,39.6333408,-90.4753685,7814.245407,405166.733
1483,COUNTY,INDIANA,18,CENTRAL,50,BARTHOLOMEW,5,0,56473,0,106,39.1914156,-85.8204601,7747.392695,353064.4829
1484,COUNTY,INDIANA,18,CENTRAL,50,BOONE,11,0,92504,0,106,40.0459913,-86.4650842,12690.39743,947233.3206
1485,COUNTY,INDIANA,18,CENTRAL,50,CLINTON,23,0,110973,0,106,40.2992769,-86.4692735,15224.11435,1363204.801
1486,COUNTY,INDIANA,18,CENTRAL,50,DECATUR,31,0,75236,0,106,39.2862128,-85.4943058,10321.44276,626614.4726
1487,COUNTY,INDIANA,18,CENTRAL,50,GRANT,53,0,60570,0,106,40.5114735,-85.6540606,8309.4501,406145.0309
1488,COUNTY,INDIANA,18,CENTRAL,50,HAMILTON,57,0,51617,0,106,40.0749813,-86.0498885,7081.209936,294962.3713
1489,COUNTY,INDIANA,18,CENTRAL,50,HANCOCK,59,0,71657,0,106,39.8127873,-85.7874738,9830.448503,568420.55
1490,COUNTY,INDIANA,18,CENTRAL,50,HENDRICKS,63,0,64770,0,106,39.7565309,-86.5173641,8885.637824,464417.0394
1491,COUNTY,INDIANA,18,CENTRAL,50,HOWARD,67,0,59882,0,106,40.4787061,-86.1350343,8215.065064,396971.74
1492,COUNTY,INDIANA,18,CENTRAL,50,JOHNSON,81,0,55115,0,106,39.4891804,-86.1079903,7561.091997,336290.2196
1493,COUNTY,INDIANA,18,CENTRAL,50,MADISON,95,0,85664,0,106,40.1624531,-85.7260804,11752.03456,812338.7913
1494,COUNTY,INDIANA,18,CENTRAL,50,MARION,97,0,5624,0,106,40.5583739,-85.6591442,771.5427995,3508.377746
1495,COUNTY,INDIANA,18,CENTRAL,50,MORGAN,109,0,43130,0,106,39.4665575,-86.4556794,5916.899172,205949.2026
1496,COUNTY,INDIANA,18,CENTRAL,50,RUSH,139,0,90820,0,106,39.6220357,-85.4731911,12459.37359,913061.422
1497,COUNTY,INDIANA,18,CENTRAL,50,SHELBY,145,0,96674,0,106,39.493485,-85.8190596,13262.46952,1034553.274
1498,COUNTY,INDIANA,18,CENTRAL,50,TIPTON,159,0,74545,0,106,40.2899154,-86.058442,10226.64616,615158.0529
1499,COUNTY,INDIANA,18,EAST CENTRAL,60,BLACKFORD,9,0,33349,0,106,40.4692826,-85.3305529,4575.067713,123141.0022
1500,COUNTY,INDIANA,18,EAST CENTRAL,60,DELAWARE,35,0,59148,0,106,39.1478313,-85.2071816,8114.3694,387300.6432
1501,COUNTY,INDIANA,18,EAST CENTRAL,60,FAYETTE,41,0,31393,0,106,39.619235,-85.179378,4306.728859,109122.0567
1502,COUNTY,INDIANA,18,EAST CENTRAL,60,HENRY,65,0,58209,0,106,39.9297608,-85.4043542,7985.550287,375102.3671
1503,COUNTY,INDIANA,18,EAST CENTRAL,60,JAY,75,0,68075,0,106,40.4370864,-85.0212356,9339.042688,513016.9316
1504,COUNTY,INDIANA,18,EAST CENTRAL,60,RANDOLPH,135,0,97621,0,106,40.1560108,-85.011566,13392.38614,1054919.833
1505,COUNTY,INDIANA,18,EAST CENTRAL,60,UNION,161,0,31328,0,106,39.6196086,-84.9292376,4297.811668,108670.7318
1506,COUNTY,INDIANA,18,EAST CENTRAL,60,WAYNE,177,0,52239,0,106,39.8638778,-85.0198586,7166.540594,302113.1229
1507,COUNTY,INDIANA,18,NORTH CENTRAL,20,CARROLL,15,0,111511,0,106,40.5802239,-86.5693296,15297.92125,1376453.819
1508,COUNTY,INDIANA,18,NORTH CENTRAL,20,CASS,17,0,89838,0,106,40.7808235,-86.3449159,12324.65541,893424.3465
1509,COUNTY,INDIANA,18,NORTH CENTRAL,20,ELKHART,39,0,54209,50,106,41.6012796,-85.8590603,7441.328895,325326.2585
1510,COUNTY,INDIANA,18,NORTH CENTRAL,20,FULTON,49,0,103290,0,106,41.0421416,-86.2875206,14170.10238,1180990.878
1511,COUNTY,INDIANA,18,NORTH CENTRAL,20,KOSCIUSKO,85,0,101074,0,106,41.2351957,-85.8529731,13866.09476,1130863.05
1512,COUNTY,INDIANA,18,NORTH CENTRAL,20,MARSHALL,99,0,80176,0,106,41.322843,-86.2809625,10999.14927,711595.9668
1513,COUNTY,INDIANA,18,NORTH CENTRAL,20,MIAMI,103,0,63435,0,106,40.6144919,-86.1059443,8702.49244,445471.5296
1514,COUNTY,INDIANA,18,NORTH CENTRAL,20,ST. JOSEPH,141,0,65435,0,106,41.5941578,-86.2787334,8976.867547,474001.5235
1515,COUNTY,INDIANA,18,NORTH CENTRAL,20,WABASH,169,0,79138,0,106,40.8065352,-85.7833563,10856.74859,693291.2367
1516,COUNTY,INDIANA,18,NORTHEAST,30,ADAMS,1,0,67962,0,106,40.7371667,-84.9347295,9323.540494,511315.3484
1517,COUNTY,INDIANA,18,NORTHEAST,30,ALLEN,3,0,82869,0,106,41.0975573,-85.0562084,11368.59535,760198.0758
1518,COUNTY,INDIANA,18,NORTHEAST,30,DE KALB,33,0,40291,0,106,41.5280047,-85.814309,5527.423708,179732.2063
1519,COUNTY,INDIANA,18,NORTHEAST,30,HUNTINGTON,69,0,61315,0,106,40.8008286,-85.5018494,8411.654828,416196.4813
1520,COUNTY,INDIANA,18,NORTHEAST,30,LAGRANGE,87,0,51187,0,106,41.6372578,-85.4216948,7022.219288,290068.9941
1521,COUNTY,INDIANA,18,NORTHEAST,30,NOBLE,113,0,69560,0,106,41.3990708,-85.4193348,9542.766204,535641.0981
1522,COUNTY,INDIANA,18,NORTHEAST,30,STEUBEN,151,0,40317,0,106,41.6414101,-85.0023642,5530.990584,179964.2105
1523,COUNTY,INDIANA,18,NORTHEAST,30,WELLS,179,0,85283,0,106,40.7013353,-85.2116102,11699.7661,805129.4391
1524,COUNTY,INDIANA,18,NORTHEAST,30,WHITLEY,183,0,60112,0,106,41.1238216,-85.5035187,8246.618201,400026.7332
1525,COUNTY,INDIANA,18,NORTHWEST,10,BENTON,7,0,123495,0,106,40.6034281,-87.3235164,16941.97689,1688186.348
1526,COUNTY,INDIANA,18,NORTHWEST,10,JASPER,73,0,130331,0,106,41.0321808,-87.1066598,17879.791,1880246.765
1527,COUNTY,INDIANA,18,NORTHWEST,10,LA PORTE,91,0,117897,0,106,41.6105983,-86.7225227,16174.00097,1538612.197
1528,COUNTY,INDIANA,18,NORTHWEST,10,LAKE,89,0,47279,0,106,41.72812615,-84.82771265,6486.09033,247472.5506
1529,COUNTY,INDIANA,18,NORTHWEST,10,NEWTON,111,0,78534,0,106,40.939576,-87.3966953,10773.88731,682749.7008
1530,COUNTY,INDIANA,18,NORTHWEST,10,PORTER,127,0,50915,0,106,41.4457032,-87.0724971,6984.904274,286994.7826
1531,COUNTY,INDIANA,18,NORTHWEST,10,PULASKI,131,0,98912,0,106,41.031393,-86.6990692,13569.49527,1083004.385
1532,COUNTY,INDIANA,18,NORTHWEST,10,STARKE,149,0,57545,0,106,41.2753164,-86.6457565,7894.457752,366594.3456
1533,COUNTY,INDIANA,18,NORTHWEST,10,WHITE,181,0,141116,0,106,40.7422434,-86.8713913,19359.35876,2204290.444
1534,COUNTY,INDIANA,18,SOUTH CENTRAL,80,BROWN,13,0,604,0,106,39.1682855,-86.2297004,82.86128216,41.19061997
1535,COUNTY,INDIANA,18,SOUTH CENTRAL,80,CRAWFORD,25,0,2020,0,106,38.304425,-86.444022,277.1188576,454.344055
1536,COUNTY,INDIANA,18,SOUTH CENTRAL,80,FLOYD,43,0,4240,0,106,38.3176799,-85.8996295,581.6752258,1995.504832
1537,COUNTY,INDIANA,18,SOUTH CENTRAL,80,HARRISON,61,0,26996,0,106,38.1816187,-86.1066917,3703.515188,80699.91819
1538,COUNTY,INDIANA,18,SOUTH CENTRAL,80,JACKSON,71,0,56778,0,106,38.9023184,-86.0650856,7789.234899,356888.0383
1539,COUNTY,INDIANA,18,SOUTH CENTRAL,80,LAWRENCE,93,0,19216,0,106,38.8400395,-86.4880717,2636.196023,40895.85503
1540,COUNTY,INDIANA,18,SOUTH CENTRAL,80,MONROE,105,0,4854,0,106,39.1296076,-86.5186372,665.9083835,2614.349751
1541,COUNTY,INDIANA,18,SOUTH CENTRAL,80,ORANGE,117,0,29318,0,106,38.5421361,-86.4953216,4022.064686,95176.00465
1542,COUNTY,INDIANA,18,SOUTH CENTRAL,80,PERRY,123,0,8230,0,106,38.0893386,-86.632911,1129.053563,7507.908652
1543,COUNTY,INDIANA,18,SOUTH CENTRAL,80,WASHINGTON,175,0,45135,0,106,38.5612578,-86.1179768,6191.960216,225539.5249
1544,COUNTY,INDIANA,18,SOUTHEAST,90,CLARK,19,0,19896,0,106,38.4941217,-85.7169081,2729.483559,43840.49834
1545,COUNTY,INDIANA,18,SOUTHEAST,90,DEARBORN,29,0,3990,0,106,39.1340338,-84.9820997,547.3783375,1767.439563
1546,COUNTY,INDIANA,18,SOUTHEAST,90,FRANKLIN,47,0,32691,0,106,39.4149034,-85.0563234,4484.798303,118330.4854
1547,COUNTY,INDIANA,18,SOUTHEAST,90,JEFFERSON,77,0,14244,0,106,38.8166724,-85.4299489,1954.099509,22475.68713
1548,COUNTY,INDIANA,18,SOUTHEAST,90,JENNINGS,79,0,27072,0,106,38.9957749,-85.6359201,3713.941442,81154.8333
