,Latitude,Longitude,"CORN, GRAIN - ACRES HARVESTED",BARLEY - ACRES HARVESTED,RICE - ACRES HARVESTED,"SUGARCANE, SUGAR - ACRES HARVESTED",WHEAT - ACRES HARVESTED,Crop-Scope1-MMT
761,39.35,-100.46,150093.0,0.0,0.0,0.0,67854.0,0.55
762,39.34,-101.75,140580.0,0.0,0.0,0.0,108407.0,0.64
763,39.35,-101.08,226689.0,0.0,0.0,0.0,100920.0,0.86
764,37.21,-98.7,9459.0,0.0,0.0,0.0,126871.0,0.07
765,37.2,-99.3,2359.0,0.0,0.0,0.0,54505.0,0.02
766,37.87,-99.32,55709.0,0.0,0.0,0.0,87025.0,0.28
767,37.19,-98.08,3089.0,0.0,0.0,0.0,195559.0,0.06
768,38.04,-97.45,73010.0,420.0,0.0,0.0,95089.0,0.25
769,37.54,-98.12,10726.0,0.0,0.0,0.0,173340.0,0.09
770,37.55,-99.3,29583.0,0.0,0.0,0.0,60434.0,0.16
771,38.19,-99.24,51765.0,0.0,0.0,0.0,109029.0,0.26
772,37.63,-98.75,49738.0,0.0,0.0,0.0,157568.0,0.27
773,37.93,-98.11,47187.0,131.0,0.0,0.0,220397.0,0.22
774,37.64,-97.46,50331.0,0.0,0.0,0.0,166529.0,0.21
775,38.04,-98.72,68859.0,0.0,0.0,0.0,123046.0,0.29
776,37.24,-97.48,60434.0,0.0,0.0,0.0,318343.0,0.23
777,37.89,-95.32,22714.0,0.0,0.0,0.0,4770.0,0.08
778,37.85,-94.87,13888.0,0.0,0.0,0.0,5157.0,0.05
779,37.78,-96.85,85001.0,0.0,0.0,0.0,39873.0,0.3
780,37.15,-96.27,3457.0,0.0,0.0,0.0,4857.0,0.01
781,37.17,-94.85,71164.0,0.0,0.0,0.0,60669.0,0.28
782,37.24,-96.87,26296.0,0.0,0.0,0.0,66291.0,0.08
783,37.5,-94.87,55488.0,0.0,0.0,0.0,29415.0,0.21
784,37.46,-96.25,6157.0,0.0,0.0,0.0,1458.0,0.02
785,37.87,-96.25,6869.0,0.0,0.0,0.0,3684.0,0.02
786,37.19,-95.31,53655.0,210.0,0.0,0.0,41903.0,0.18
787,37.2,-95.76,44071.0,0.0,0.0,0.0,37838.0,0.15
788,37.56,-95.33,46021.0,34.0,0.0,0.0,28937.0,0.15
789,37.57,-95.75,43438.0,0.0,0.0,0.0,22949.0,0.13
790,37.88,-95.75,25269.0,0.0,0.0,0.0,10218.0,0.07
791,37.2,-99.81,1577.0,0.0,0.0,0.0,41716.0,0.02
792,38.05,-100.82,137438.0,0.0,0.0,0.0,139262.0,0.67
793,37.71,-99.89,49151.0,0.0,0.0,0.0,141177.0,0.3
794,37.55,-101.31,81005.0,0.0,0.0,0.0,68012.0,0.43
795,37.72,-100.44,84825.0,0.0,0.0,0.0,96280.0,0.46
796,38.01,-101.81,15150.0,0.0,0.0,0.0,96066.0,0.07
797,37.56,-100.88,106807.0,0.0,0.0,0.0,51518.0,0.54
798,38.09,-99.9,19179.0,0.0,0.0,0.0,95221.0,0.11
799,38.0,-101.35,46449.0,0.0,0.0,0.0,96133.0,0.23
800,37.21,-100.4,73664.0,0.0,0.0,0.0,77096.0,0.42
801,37.2,-101.81,32877.0,0.0,0.0,0.0,67554.0,0.15
802,37.19,-100.89,66066.0,0.0,0.0,0.0,45527.0,0.36
803,37.57,-101.79,83815.0,0.0,0.0,0.0,98511.0,0.37
804,37.19,-101.31,128107.0,0.0,0.0,0.0,59070.0,0.64
805,38.9,-100.51,95818.0,375.0,0.0,0.0,85321.0,0.33
806,38.46,-101.82,54264.0,0.0,0.0,0.0,115808.0,0.21
807,38.47,-100.48,20061.0,0.0,0.0,0.0,69191.0,0.08
808,38.91,-101.16,84372.0,0.0,0.0,0.0,87568.0,0.26
809,38.47,-99.96,17586.0,0.0,0.0,0.0,103060.0,0.07
810,38.46,-100.93,80605.0,0.0,0.0,0.0,96324.0,0.33
811,38.93,-99.91,18453.0,0.0,0.0,0.0,74629.0,0.08
812,38.91,-101.76,68462.0,0.0,0.0,0.0,74177.0,0.3
813,37.69,-97.34,76115.0,0.0,0.0,0.0,107184.0,0.34
814,38.01,-84.99,269.0,0.0,0.0,0.0,0.0,0.0
815,38.12,-83.72,1650.0,0.0,0.0,0.0,0.0,0.01
816,38.19,-84.2,4735.0,0.0,0.0,0.0,1625.0,0.02
817,37.62,-84.85,2055.0,0.0,0.0,0.0,0.0,0.01
818,37.97,-84.16,4438.0,0.0,0.0,0.0,388.0,0.02
819,38.03,-84.47,1715.0,0.0,0.0,0.0,247.0,0.01
820,38.37,-83.68,2968.0,234.0,0.0,0.0,87.0,0.01
821,38.25,-84.86,850.0,0.0,0.0,0.0,0.0,0.0
822,37.64,-84.54,1833.0,0.0,0.0,0.0,102.0,0.01
823,38.44,-84.32,4934.0,0.0,0.0,0.0,748.0,0.03
824,37.87,-84.58,625.0,0.0,0.0,0.0,0.0,0.0
825,37.47,-84.66,7525.0,69.0,0.0,0.0,236.0,0.04
826,37.73,-84.3,2169.0,0.0,0.0,0.0,0.0,0.01
827,38.58,-83.81,7006.0,0.0,0.0,0.0,259.0,0.04
828,37.81,-84.88,4168.0,0.0,0.0,0.0,1525.0,0.02
829,38.04,-83.92,1295.0,0.0,0.0,0.0,500.0,0.01
830,38.33,-84.02,1432.0,0.0,0.0,0.0,68.0,0.01
831,38.51,-84.05,68.0,0.0,0.0,0.0,0.0,0.0
832,38.28,-84.58,3979.0,0.0,0.0,0.0,426.0,0.02
833,38.22,-85.21,18408.0,0.0,0.0,0.0,2354.0,0.09
834,39.04,-84.36,3706.0,0.0,0.0,0.0,0.0,0.02
835,37.73,-85.18,3692.0,0.0,0.0,0.0,654.0,0.02
836,38.07,-84.74,1930.0,0.0,0.0,0.0,492.0,0.01
837,37.1,-85.29,5696.0,0.0,0.0,0.0,0.0,0.03
838,36.75,-86.19,4522.0,672.0,0.0,0.0,917.0,0.02
839,36.96,-85.93,20662.0,0.0,0.0,0.0,1313.0,0.1
840,37.74,-86.41,18084.0,44.0,0.0,0.0,1350.0,0.09
841,37.97,-85.67,2048.0,0.0,0.0,0.0,0.0,0.01
842,37.24,-86.67,18661.0,0.0,0.0,0.0,150.0,0.09
843,37.29,-84.91,7545.0,0.0,0.0,0.0,0.0,0.04
844,36.72,-85.14,726.0,0.0,0.0,0.0,0.0,0.0
845,36.79,-85.38,2150.0,0.0,0.0,0.0,290.0,0.01
846,37.2,-86.22,2488.0,0.0,0.0,0.0,1395.0,0.01
847,37.45,-86.34,9910.0,0.0,0.0,0.0,999.0,0.05
848,37.24,-85.53,9682.0,0.0,0.0,0.0,724.0,0.05
849,37.66,-85.96,23400.0,0.0,0.0,0.0,1988.0,0.12
850,37.29,-85.88,2409.0,0.0,0.0,0.0,379.0,0.01
851,38.18,-85.66,361.0,0.0,0.0,0.0,0.0,0.0
852,37.53,-85.7,17159.0,0.0,0.0,0.0,3757.0,0.09
853,37.54,-85.27,9514.0,0.0,0.0,0.0,1303.0,0.05
854,37.93,-86.19,16047.0,0.0,0.0,0.0,1029.0,0.08
855,36.98,-85.63,3752.0,0.0,0.0,0.0,119.0,0.02
856,36.7,-85.73,4074.0,0.0,0.0,0.0,663.0,0.02
857,37.81,-85.47,22175.0,382.0,0.0,0.0,5350.0,0.11
858,38.52,-82.7,1991.0,0.0,0.0,0.0,260.0,0.01
859,37.34,-85.31,12479.0,0.0,0.0,0.0,250.0,0.06
860,36.98,-86.42,35003.0,0.0,0.0,0.0,16672.0,0.19
861,36.74,-83.65,35.0,0.0,0.0,0.0,0.0,0.0
862,38.36,-82.69,95.0,0.0,0.0,0.0,0.0,0.0
863,37.52,-83.29,69.0,0.0,0.0,0.0,0.0,0.0
864,38.32,-83.0,174.0,0.0,0.0,0.0,0.0,0.0
865,37.15,-83.72,305.0,0.0,0.0,0.0,0.0,0.0
866,38.12,-83.07,120.0,0.0,0.0,0.0,0.0,0.0
867,37.69,-83.94,641.0,0.0,0.0,0.0,0.0,0.0
868,37.55,-82.76,150.0,0.0,0.0,0.0,0.0,0.0
869,38.51,-82.92,573.0,0.0,0.0,0.0,0.0,0.0
870,37.42,-83.99,117.0,0.0,0.0,0.0,0.0,0.0
871,37.84,-82.82,0.0,0.0,0.0,0.0,0.0,0.0
872,36.89,-83.85,727.0,0.0,0.0,0.0,0.0,0.0
873,37.1,-84.11,829.0,0.0,0.0,0.0,0.0,0.0
874,38.06,-82.73,33.0,0.0,0.0,0.0,0.0,0.0
875,37.6,-83.71,115.0,0.0,0.0,0.0,0.0,0.0
876,37.12,-82.85,20.0,0.0,0.0,0.0,0.0,0.0
877,38.52,-83.34,1675.0,0.0,0.0,0.0,0.0,0.01
878,37.69,-83.04,47.0,9.0,0.0,0.0,0.0,0.0
879,36.74,-84.5,0.0,0.0,0.0,0.0,0.0,0.0
880,37.94,-83.6,71.0,0.0,0.0,0.0,0.0,0.0
881,37.92,-83.21,717.0,0.0,0.0,0.0,0.0,0.0
882,37.41,-83.68,100.0,0.0,0.0,0.0,0.0,0.0
883,37.22,-83.16,0.0,0.0,0.0,0.0,0.0,0.0
884,37.45,-82.39,192.0,0.0,0.0,0.0,0.0,0.0
885,37.82,-83.82,1345.0,0.0,0.0,0.0,0.0,0.01
886,37.11,-84.59,9200.0,0.0,0.0,0.0,1363.0,0.04
887,37.39,-84.33,958.0,0.0,0.0,0.0,0.0,0.0
888,38.18,-83.4,292.0,0.0,0.0,0.0,0.0,0.0
889,36.78,-84.83,4196.0,0.0,0.0,0.0,1172.0,0.02
890,36.73,-84.15,915.0,0.0,0.0,0.0,0.0,0.0
891,37.74,-83.49,109.0,0.0,0.0,0.0,0.0,0.0
892,37.12,-87.84,27875.0,0.0,0.0,0.0,8976.0,0.14
893,36.88,-87.5,83534.0,172.0,0.0,0.0,64187.0,0.47
894,37.36,-88.09,20679.0,0.0,0.0,0.0,5862.0,0.09
895,37.69,-87.08,69601.0,0.0,0.0,0.0,3540.0,0.38
896,37.82,-86.75,4493.0,0.0,0.0,0.0,0.0,0.02
897,37.77,-87.56,57928.0,0.0,0.0,0.0,2595.0,0.3
898,37.3,-87.56,24882.0,0.0,0.0,0.0,2275.0,0.12
899,36.82,-86.88,56366.0,1133.0,0.0,0.0,43443.0,0.33
900,37.52,-87.26,36214.0,0.0,0.0,0.0,7822.0,0.19
901,37.2,-87.14,13293.0,0.0,0.0,0.0,1530.0,0.06
902,37.48,-86.86,23210.0,0.0,0.0,0.0,1615.0,0.13
903,36.74,-86.58,32239.0,309.0,0.0,0.0,20887.0,0.18
904,36.81,-87.17,42266.0,542.0,0.0,0.0,30250.0,0.24
905,37.64,-87.96,85358.0,0.0,0.0,0.0,8108.0,0.42
906,37.51,-87.67,42708.0,0.0,0.0,0.0,1138.0,0.2
907,38.96,-84.72,4199.0,0.0,0.0,0.0,0.0,0.02
908,38.69,-84.08,732.0,0.0,0.0,0.0,0.0,0.0
909,38.93,-84.37,324.0,0.0,0.0,0.0,0.0,0.0
910,38.66,-85.1,0.0,0.0,0.0,0.0,0.0,0.0
911,38.75,-84.84,1074.0,0.0,0.0,0.0,1300.0,0.01
912,38.65,-84.62,595.0,0.0,0.0,0.0,0.0,0.0
913,38.45,-85.12,4332.0,0.0,0.0,0.0,0.0,0.02
914,38.93,-84.53,243.0,0.0,0.0,0.0,0.0,0.0
915,38.5,-85.42,2257.0,0.0,0.0,0.0,255.0,0.01
916,38.53,-84.82,744.0,0.0,0.0,0.0,0.0,0.0
917,38.69,-84.37,259.0,0.0,0.0,0.0,0.0,0.0
918,38.6,-85.32,2342.0,0.0,0.0,0.0,0.0,0.01
919,37.02,-88.99,23313.0,0.0,0.0,0.0,10419.0,0.12
920,36.63,-88.27,29607.0,0.0,0.0,0.0,9573.0,0.13
921,36.84,-88.96,27701.0,0.0,0.0,0.0,6127.0,0.14
922,36.56,-89.1,23468.0,0.0,0.0,0.0,8040.0,0.12
923,36.72,-88.66,62317.0,0.0,0.0,0.0,17360.0,0.31
924,36.69,-88.96,42185.0,0.0,0.0,0.0,12588.0,0.22
925,37.19,-88.33,8417.0,0.0,0.0,0.0,1252.0,0.04
926,37.0,-88.07,2551.0,0.0,0.0,0.0,0.0,0.01
927,36.86,-88.33,6859.0,0.0,0.0,0.0,3445.0,0.03
928,37.03,-88.71,11306.0,0.0,0.0,0.0,5585.0,0.05
929,36.79,-87.88,22616.0,0.0,0.0,0.0,10602.0,0.12
930,31.05,-92.0,16417.0,0.0,19545.0,12940.0,533.0,3.26
931,31.73,-91.85,25525.0,0.0,1560.0,0.0,0.0,0.2
932,31.39,-91.67,17277.0,0.0,11328.0,0.0,0.0,0.59
933,30.7,-92.42,735.0,0.0,43932.0,0.0,0.0,1.76
934,31.57,-92.57,1273.0,0.0,0.0,0.0,0.0,0.01
935,30.62,-91.57,8996.0,0.0,0.0,31106.0,3413.0,5.73
936,31.17,-92.55,11011.0,0.0,10469.0,8610.0,0.0,2.01
937,30.84,-92.26,8557.0,0.0,21364.0,11564.0,0.0,3.01
938,30.45,-91.33,0.0,0.0,0.0,11940.0,0.0,2.16
939,30.41,-91.19,306.0,0.0,0.0,0.0,0.0,0.0
940,30.85,-91.04,0.0,0.0,0.0,0.0,0.0,0.0
941,30.42,-90.72,3.0,0.0,0.0,0.0,0.0,0.0
942,30.81,-90.69,0.0,0.0,0.0,0.0,0.0,0.0
943,30.63,-90.43,235.0,0.0,0.0,0.0,0.0,0.0
944,30.83,-90.07,2222.0,0.0,0.0,0.0,0.0,0.01
945,30.88,-91.4,0.0,0.0,0.0,0.0,0.0,0.0
946,32.08,-92.11,4851.0,0.0,0.0,0.0,0.0,0.03
947,32.82,-93.01,1002.0,0.0,0.0,0.0,0.0,0.01
948,32.48,-92.16,13310.0,0.0,0.0,0.0,0.0,0.07
949,32.69,-91.26,39043.0,0.0,2606.0,0.0,0.0,0.31
950,32.13,-91.68,73816.0,0.0,1862.0,0.0,760.0,0.46
951,32.36,-91.26,48704.0,0.0,2485.0,0.0,0.0,0.35
952,32.83,-91.84,62261.0,0.0,23281.0,0.0,340.0,1.29
953,32.42,-91.81,32334.0,0.0,5326.0,0.0,997.0,0.42
954,31.98,-91.37,44682.0,0.0,1549.0,0.0,0.0,0.29
955,32.79,-91.46,30072.0,0.0,589.0,0.0,0.0,0.19
956,32.67,-93.6,2243.0,0.0,0.0,0.0,365.0,0.01
957,32.53,-93.89,21579.0,0.0,0.0,0.0,1012.0,0.1
958,32.02,-93.75,0.0,0.0,0.0,0.0,0.0,0.0
959,32.08,-93.31,2465.0,0.0,0.0,0.0,0.0,0.01
960,29.98,-91.75,0.0,0.0,2292.0,51891.0,0.0,9.12
961,30.21,-91.31,0.0,0.0,0.0,36351.0,0.0,6.62
962,30.2,-92.03,633.0,0.0,4683.0,6337.0,0.0,1.3
963,30.18,-91.61,0.0,0.0,2799.0,29455.0,0.0,5.28
964,30.66,-92.86,0.0,0.0,17292.0,0.0,0.0,0.65
965,30.61,-93.34,1531.0,0.0,1748.0,0.0,0.0,0.09
966,30.22,-93.34,840.0,0.0,12250.0,0.0,0.0,0.51
967,30.26,-92.79,0.0,0.0,64497.0,0.0,0.0,2.55
968,31.76,-93.09,13584.0,0.0,0.0,0.0,0.0,0.06
969,31.52,-93.53,0.0,0.0,0.0,0.0,0.0,0.0
970,31.08,-93.2,0.0,0.0,0.0,0.0,0.0,0.0
971,44.71,-68.3,5.0,0.0,0.0,0.0,0.0,0.0
972,45.29,-68.6,0.0,0.0,0.0,0.0,0.0,0.0
973,45.45,-70.1,867.0,0.0,0.0,0.0,3.0,0.01
974,44.49,-69.14,12.0,3.0,0.0,0.0,25.0,0.0
975,46.68,-68.47,961.0,14979.0,0.0,0.0,0.0,0.01
976,44.14,-70.2,1587.0,0.0,0.0,0.0,0.0,0.01
977,43.85,-70.4,0.0,0.0,0.0,0.0,0.0,0.0
978,44.92,-70.44,0.0,0.0,0.0,0.0,0.0,0.0
979,44.42,-69.83,45.0,0.0,0.0,0.0,3.0,0.0
980,44.11,-69.54,0.0,0.0,0.0,0.0,0.0,0.0
981,44.47,-70.78,1863.0,0.0,0.0,0.0,0.0,0.01
982,43.99,-69.87,0.0,0.0,0.0,0.0,0.0,0.0
983,43.42,-70.65,49.0,0.0,0.0,0.0,0.0,0.0
984,38.39,-76.1,23688.0,530.0,0.0,0.0,16641.0,0.13
985,38.06,-75.87,13042.0,998.0,0.0,0.0,7040.0,0.07
986,38.39,-75.64,24766.0,310.0,0.0,0.0,3338.0,0.11
987,38.22,-75.33,29781.0,362.0,0.0,0.0,4924.0,0.14
988,39.29,-76.61,18368.0,814.0,0.0,0.0,4660.0,0.09
989,39.57,-77.03,32627.0,2260.0,0.0,0.0,8046.0,0.16
990,39.42,-77.41,29672.0,2242.0,0.0,0.0,14399.0,0.14
991,39.55,-76.3,16917.0,1401.0,0.0,0.0,3906.0,0.09
992,39.23,-76.92,4669.0,116.0,0.0,0.0,984.0,0.02
993,39.14,-77.21,11977.0,0.0,0.0,0.0,7758.0,0.06
994,39.59,-77.71,16652.0,2309.0,0.0,0.0,6816.0,0.09
995,38.97,-76.57,3359.0,0.0,0.0,0.0,1078.0,0.02
996,38.53,-76.54,3088.0,45.0,0.0,0.0,1838.0,0.01
997,38.5,-77.03,4936.0,376.0,0.0,0.0,5203.0,0.02
998,38.97,-76.96,3458.0,0.0,0.0,0.0,1919.0,0.01
999,39.11,-76.86,9973.0,451.0,0.0,0.0,5447.0,0.04
1000,38.86,-75.82,36408.0,4059.0,0.0,0.0,17982.0,0.18
1001,39.57,-75.94,16013.0,1796.0,0.0,0.0,4418.0,0.08
1002,39.26,-76.1,43262.0,1380.0,0.0,0.0,16960.0,0.21
1003,39.0,-77.02,58350.0,2523.0,0.0,0.0,15865.0,0.28
1004,38.75,-76.19,29753.0,2165.0,0.0,0.0,14795.0,0.14
1005,39.66,-78.66,667.0,450.0,0.0,0.0,662.0,0.0
1006,39.54,-79.25,8112.0,106.0,0.0,0.0,152.0,0.03
1007,42.4,-73.23,845.0,0.0,0.0,0.0,0.0,0.0
1008,41.74,-71.09,19.0,0.0,0.0,0.0,0.0,0.0
1009,41.39,-70.64,0.0,0.0,0.0,0.0,0.0,0.0
1010,42.63,-70.78,104.0,0.0,0.0,0.0,0.0,0.0
1011,42.59,-72.61,612.0,0.0,0.0,0.0,0.0,0.0
1012,42.13,-72.61,0.0,0.0,0.0,0.0,0.0,0.0
1013,42.34,-72.62,694.0,28.0,0.0,0.0,0.0,0.0
1014,42.49,-71.4,0.0,0.0,0.0,0.0,0.0,0.0
1015,41.94,-70.76,0.0,0.0,0.0,0.0,0.0,0.0
1016,42.26,-71.8,221.0,0.0,0.0,0.0,0.0,0.0
1017,43.97,-84.85,2337.0,74.0,0.0,0.0,988.0,0.01
1018,43.97,-84.39,4822.0,0.0,0.0,0.0,1762.0,0.02
1019,43.29,-84.61,85331.0,0.0,0.0,0.0,18654.0,0.38
1020,43.63,-84.85,35146.0,253.0,0.0,0.0,11480.0,0.16
1021,43.64,-85.32,19406.0,0.0,0.0,0.0,3052.0,0.08
1022,43.63,-84.38,17191.0,0.0,0.0,0.0,2452.0,0.08
1023,43.31,-85.11,63784.0,0.0,0.0,0.0,18124.0,0.27
1024,43.97,-85.33,6375.0,0.0,0.0,0.0,1425.0,0.02
1025,44.06,-83.87,16034.0,0.0,0.0,0.0,6987.0,0.07
1026,43.7,-83.94,59195.0,0.0,0.0,0.0,14939.0,0.28
1027,43.84,-83.02,91560.0,166.0,0.0,0.0,75200.0,0.53
1028,43.42,-83.95,100075.0,0.0,0.0,0.0,20837.0,0.47
1029,43.42,-82.82,82155.0,0.0,0.0,0.0,44361.0,0.46
1030,43.48,-83.4,81008.0,25.0,0.0,0.0,33521.0,0.4
1031,44.76,-83.3,2712.0,0.0,0.0,0.0,572.0,0.01
1032,45.02,-83.67,4916.0,176.0,0.0,0.0,2890.0,0.02
1033,45.44,-84.48,0.0,144.0,0.0,0.0,326.0,0.0
1034,44.68,-84.62,0.0,0.0,0.0,0.0,0.0,0.0
1035,44.35,-83.66,3587.0,0.0,0.0,0.0,649.0,0.01
1036,45.02,-84.13,993.0,0.0,0.0,0.0,840.0,0.0
1037,44.34,-84.13,8378.0,0.0,0.0,0.0,3129.0,0.04
1038,44.68,-84.15,448.0,70.0,0.0,0.0,0.0,0.0
1039,45.02,-84.61,731.0,0.0,0.0,0.0,898.0,0.0
1040,45.34,-83.96,5146.0,73.0,0.0,0.0,3632.0,0.02
1041,44.99,-85.11,1506.0,0.0,0.0,0.0,286.0,0.01
1042,44.64,-85.99,1224.0,0.0,0.0,0.0,0.0,0.0
1043,45.2,-84.97,2417.0,118.0,0.0,0.0,112.0,0.01
1044,45.51,-84.86,474.0,60.0,0.0,0.0,129.0,0.0
1045,44.64,-85.58,4022.0,767.0,0.0,0.0,1195.0,0.02
1046,44.68,-85.1,143.0,0.0,0.0,0.0,1160.0,0.0
1047,44.89,-85.81,2788.0,0.0,0.0,0.0,275.0,0.01
1048,44.33,-86.03,4651.0,0.0,0.0,0.0,169.0,0.01
1049,44.34,-85.11,8108.0,0.0,0.0,0.0,472.0,0.03
1050,44.34,-85.57,4934.0,0.0,0.0,0.0,0.0,0.02
1051,42.59,-85.32,32789.0,0.0,0.0,0.0,4416.0,0.15
1052,41.92,-85.06,92925.0,0.0,0.0,0.0,2783.0,0.41
1053,42.25,-85.02,69426.0,0.0,0.0,0.0,4491.0,0.27
1054,42.94,-84.61,52562.0,24.0,0.0,0.0,15555.0,0.23
1055,42.59,-84.84,53048.0,40.0,0.0,0.0,12043.0,0.26
1056,41.88,-84.6,67520.0,0.0,0.0,0.0,9216.0,0.3
1057,42.59,-84.38,48901.0,0.0,0.0,0.0,11915.0,0.23
1058,42.95,-85.07,66036.0,0.0,0.0,0.0,10906.0,0.31
1059,42.24,-84.43,44352.0,45.0,0.0,0.0,6219.0,0.16
1060,42.94,-84.15,44077.0,0.0,0.0,0.0,17155.0,0.19
1061,41.9,-85.54,100831.0,34.0,0.0,0.0,2036.0,0.4
1062,43.02,-83.73,29567.0,14.0,0.0,0.0,4300.0,0.13
1063,43.09,-83.23,36032.0,0.0,0.0,0.0,6855.0,0.18
1064,41.87,-84.06,110522.0,0.0,0.0,0.0,27203.0,0.57
1065,42.59,-83.91,16630.0,0.0,0.0,0.0,4472.0,0.07
1066,42.67,-82.9,14525.0,0.0,0.0,0.0,1902.0,0.07
1067,41.92,-83.51,60372.0,0.0,0.0,0.0,16817.0,0.32
1068,42.66,-83.38,2234.0,0.0,0.0,0.0,656.0,0.01
1069,42.94,-82.63,26077.0,0.0,0.0,0.0,8445.0,0.13
1070,42.26,-83.84,44136.0,0.0,0.0,0.0,10890.0,0.19
1071,42.27,-83.28,1124.0,0.0,0.0,0.0,0.0,0.0
1072,42.59,-85.89,67317.0,0.0,0.0,0.0,5178.0,0.33
1073,41.98,-86.4,44928.0,0.0,0.0,0.0,1002.0,0.21
1074,41.91,-86.0,76640.0,318.0,0.0,0.0,988.0,0.34
1075,42.29,-85.59,50140.0,0.0,0.0,0.0,2835.0,0.22
1076,43.0,-85.55,39658.0,106.0,0.0,0.0,6102.0,0.17
1077,42.95,-85.98,41952.0,0.0,0.0,0.0,4070.0,0.2
1078,42.27,-86.01,40307.0,0.0,0.0,0.0,646.0,0.19
1079,46.4,-86.53,105.0,0.0,0.0,0.0,0.0,0.0
1080,46.64,-88.39,135.0,0.0,0.0,0.0,0.0,0.0
1081,46.02,-86.9,1589.0,802.0,0.0,0.0,294.0,0.01
1082,45.99,-87.89,208.0,0.0,0.0,0.0,0.0,0.0
1083,46.86,-88.78,560.0,250.0,0.0,0.0,0.0,0.0
1084,46.22,-88.55,0.0,150.0,0.0,0.0,192.0,0.0
1085,46.45,-87.63,0.0,0.0,0.0,0.0,0.0,0.0
1086,45.58,-87.56,4622.0,752.0,0.0,0.0,1117.0,0.01
1087,46.19,-86.18,0.0,0.0,0.0,0.0,0.0,0.0
1088,43.97,-85.79,856.0,0.0,0.0,0.0,210.0,0.0
1089,43.98,-86.25,14223.0,0.0,0.0,0.0,4663.0,0.06
1090,43.25,-86.13,8599.0,0.0,0.0,0.0,1758.0,0.04
1091,43.51,-85.79,19713.0,0.0,0.0,0.0,3868.0,0.08
1092,43.62,-86.28,20565.0,0.0,0.0,0.0,4080.0,0.08
1093,45.72,-94.05,56554.0,199.0,0.0,0.0,278.0,0.24
1094,44.81,-93.79,64404.0,0.0,0.0,0.0,518.0,0.36
1095,45.14,-95.0,169607.0,116.0,0.0,0.0,2482.0,0.93
1096,44.82,-94.25,115814.0,50.0,0.0,0.0,1675.0,0.65
1097,45.12,-94.52,107299.0,308.0,0.0,0.0,1155.0,0.57
1098,45.99,-94.26,71970.0,236.0,0.0,0.0,1449.0,0.33
1099,44.72,-94.91,264229.0,274.0,0.0,0.0,2290.0,1.54
1100,44.65,-93.5,38670.0,0.0,0.0,0.0,396.0,0.21
1101,45.44,-93.75,27579.0,0.0,0.0,0.0,757.0,0.14
1102,44.56,-94.21,161804.0,634.0,0.0,0.0,1154.0,0.92
1103,45.54,-94.61,182828.0,1693.0,0.0,0.0,4758.0,0.9
1104,46.06,-94.89,54679.0,1273.0,0.0,0.0,5753.0,0.24
1105,46.59,-94.96,15828.0,0.0,0.0,0.0,501.0,0.07
1106,45.15,-93.96,71881.0,0.0,0.0,0.0,1750.0,0.37
1107,46.57,-93.38,877.0,0.0,0.0,0.0,0.0,0.0
1108,45.27,-93.28,10990.0,0.0,0.0,0.0,0.0,0.05
1109,46.58,-92.72,183.0,47.0,0.0,0.0,0.0,0.0
1110,45.48,-92.88,25848.0,0.0,0.0,0.0,281.0,0.12
1111,46.47,-94.1,6571.0,0.0,0.0,0.0,0.0,0.03
1112,45.03,-93.49,11342.0,5.0,0.0,0.0,157.0,0.06
1113,45.57,-93.33,35966.0,0.0,0.0,0.0,420.0,0.15
1114,45.9,-93.29,18313.0,20.0,0.0,0.0,642.0,0.08
1115,45.93,-93.64,30423.0,0.0,0.0,0.0,492.0,0.12
1116,46.08,-92.75,9756.0,126.0,0.0,0.0,280.0,0.04
1117,45.02,-93.09,0.0,0.0,0.0,0.0,0.0,0.0
1118,45.01,-92.87,21650.0,46.0,0.0,0.0,0.0,0.12
1119,48.0,-94.88,2057.0,232.0,0.0,0.0,6305.0,0.01
1120,47.02,-94.35,3127.0,0.0,0.0,0.0,0.0,0.01
1121,47.11,-94.94,11214.0,0.0,0.0,0.0,1203.0,0.06
1122,47.5,-93.62,803.0,10.0,0.0,0.0,0.0,0.0
1123,48.22,-93.77,2254.0,0.0,0.0,0.0,965.0,0.0
1124,48.7,-94.85,0.0,1328.0,0.0,0.0,7628.0,0.0
1125,47.62,-92.44,340.0,212.0,0.0,0.0,0.0,0.0
1126,46.93,-95.68,59859.0,69.0,0.0,0.0,29990.0,0.29
1127,46.9,-96.51,159122.0,1200.0,0.0,0.0,70262.0,0.74
1128,47.56,-95.37,3992.0,92.0,0.0,0.0,4556.0,0.02
1129,48.77,-96.81,18449.0,3251.0,0.0,0.0,96775.0,0.12
1130,47.33,-95.81,49366.0,0.0,0.0,0.0,24808.0,0.22
1131,48.36,-96.38,55840.0,16770.0,0.0,0.0,189873.0,0.32
1132,47.32,-96.46,94013.0,4963.0,0.0,0.0,104755.0,0.47
1133,48.05,-96.08,9725.0,6448.0,0.0,0.0,60631.0,0.07
1134,47.66,-96.42,91599.0,5331.0,0.0,0.0,254680.0,0.5
1135,47.86,-96.1,21089.0,3863.0,0.0,0.0,56595.0,0.11
1136,48.77,-95.77,12289.0,9689.0,0.0,0.0,74791.0,0.08
1137,44.01,-94.06,168936.0,0.0,0.0,0.0,0.0,0.98
