Program,Year,Geo Level,State,State ANSI,Ag District,Ag District Code,County,County ANSI,Zip Code,Region,watershed_code,Watershed,Commodity,Data Item,Domain,Domain Category,Value,CV (%)
CENSUS,2017,COUNTY,MICHIGAN,26,SOUTH CENTRAL,80,HILLSDALE,59,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,COUNTY,MICHIGAN,26,SOUTH CENTRAL,80,IONIA,67,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,COUNTY,MICHIGAN,26,SOUTH CENTRAL,80,JACKSON,75,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"1,799",18.5
CENSUS,2017,COUNTY,MICHIGAN,26,SOUTH CENTRAL,80,SHIAWASSEE,155,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,COUNTY,MICHIGAN,26,SOUTH CENTRAL,80,ST JOSEPH,149,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"1,686",18.5
CENSUS,2017,COUNTY,MICHIGAN,26,SOUTHEAST,90,GENESEE,49,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,680,18.5
CENSUS,2017,COUNTY,MICHIGAN,26,SOUTHEAST,90,LAPEER,87,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,COUNTY,MICHIGAN,26,SOUTHEAST,90,LENAWEE,91,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,COUNTY,MICHIGAN,26,SOUTHEAST,90,MONROE,115,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,COUNTY,MICHIGAN,26,SOUTHEAST,90,ST CLAIR,147,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,COUNTY,MICHIGAN,26,SOUTHEAST,90,WASHTENAW,161,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,COUNTY,MICHIGAN,26,SOUTHWEST,70,ALLEGAN,5,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,COUNTY,MICHIGAN,26,SOUTHWEST,70,CASS,27,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"11,681",18.5
CENSUS,2017,COUNTY,MICHIGAN,26,SOUTHWEST,70,KALAMAZOO,77,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,COUNTY,MICHIGAN,26,SOUTHWEST,70,KENT,81,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"2,240",18.5
CENSUS,2017,COUNTY,MICHIGAN,26,SOUTHWEST,70,OTTAWA,139,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,COUNTY,MICHIGAN,26,UPPER PENINSULA,10,ALGER,3,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,COUNTY,MICHIGAN,26,UPPER PENINSULA,10,CHIPPEWA,33,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,COUNTY,MICHIGAN,26,UPPER PENINSULA,10,DELTA,41,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"39,903",18.5
CENSUS,2017,COUNTY,MICHIGAN,26,UPPER PENINSULA,10,HOUGHTON,61,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,COUNTY,MICHIGAN,26,UPPER PENINSULA,10,IRON,71,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"5,174",18.5
CENSUS,2017,COUNTY,MICHIGAN,26,UPPER PENINSULA,10,MACKINAC,97,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,COUNTY,MICHIGAN,26,UPPER PENINSULA,10,MARQUETTE,103,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,COUNTY,MICHIGAN,26,UPPER PENINSULA,10,MENOMINEE,109,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"35,513",18.5
CENSUS,2017,COUNTY,MICHIGAN,26,UPPER PENINSULA,10,ONTONAGON,131,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,COUNTY,MICHIGAN,26,UPPER PENINSULA,10,SCHOOLCRAFT,153,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,COUNTY,MICHIGAN,26,WEST CENTRAL,40,NEWAYGO,123,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,COUNTY,MICHIGAN,26,WEST CENTRAL,40,OCEANA,127,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,COUNTY,MINNESOTA,27,CENTRAL,50,BENTON,9,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"12,561",22.1
CENSUS,2017,COUNTY,MINNESOTA,27,CENTRAL,50,KANDIYOHI,67,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"6,455",22.1
CENSUS,2017,COUNTY,MINNESOTA,27,CENTRAL,50,MCLEOD,85,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"2,840",22.1
CENSUS,2017,COUNTY,MINNESOTA,27,CENTRAL,50,MEEKER,93,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"21,603",22.1
CENSUS,2017,COUNTY,MINNESOTA,27,CENTRAL,50,MORRISON,97,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"12,004",22.1
CENSUS,2017,COUNTY,MINNESOTA,27,CENTRAL,50,RENVILLE,129,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"14,282",22.1
CENSUS,2017,COUNTY,MINNESOTA,27,CENTRAL,50,SCOTT,139,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,COUNTY,MINNESOTA,27,CENTRAL,50,SIBLEY,143,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"37,713",22.1
CENSUS,2017,COUNTY,MINNESOTA,27,CENTRAL,50,STEARNS,145,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"1,02,326",22.1
CENSUS,2017,COUNTY,MINNESOTA,27,CENTRAL,50,TODD,153,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"63,419",22.1
CENSUS,2017,COUNTY,MINNESOTA,27,CENTRAL,50,WADENA,159,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,COUNTY,MINNESOTA,27,CENTRAL,50,WRIGHT,171,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,COUNTY,MINNESOTA,27,EAST CENTRAL,60,CARLTON,17,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"2,256",22.1
CENSUS,2017,COUNTY,MINNESOTA,27,EAST CENTRAL,60,CHISAGO,25,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,COUNTY,MINNESOTA,27,EAST CENTRAL,60,HENNEPIN,53,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,116,22.1
CENSUS,2017,COUNTY,MINNESOTA,27,EAST CENTRAL,60,KANABEC,65,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"1,800",22.1
CENSUS,2017,COUNTY,MINNESOTA,27,EAST CENTRAL,60,MILLE LACS,95,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,COUNTY,MINNESOTA,27,EAST CENTRAL,60,PINE,115,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"6,058",22.1
CENSUS,2017,COUNTY,MINNESOTA,27,EAST CENTRAL,60,RAMSEY,123,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,COUNTY,MINNESOTA,27,EAST CENTRAL,60,WASHINGTON,163,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"2,950",22.1
CENSUS,2017,COUNTY,MINNESOTA,27,NORTH CENTRAL,20,BELTRAMI,7,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"15,448",22.1
CENSUS,2017,COUNTY,MINNESOTA,27,NORTH CENTRAL,20,CASS,21,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,COUNTY,MINNESOTA,27,NORTH CENTRAL,20,ITASCA,61,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,332,22.1
CENSUS,2017,COUNTY,MINNESOTA,27,NORTH CENTRAL,20,KOOCHICHING,71,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,COUNTY,MINNESOTA,27,NORTH CENTRAL,20,LAKE OF THE WOODS,77,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"1,22,640",22.1
CENSUS,2017,COUNTY,MINNESOTA,27,NORTHEAST,30,ST. LOUIS,137,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"6,490",22.1
CENSUS,2017,COUNTY,MINNESOTA,27,NORTHWEST,10,BECKER,5,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"5,568",22.1
CENSUS,2017,COUNTY,MINNESOTA,27,NORTHWEST,10,CLAY,27,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"1,03,358",22.1
CENSUS,2017,COUNTY,MINNESOTA,27,NORTHWEST,10,CLEARWATER,29,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"6,720",22.1
CENSUS,2017,COUNTY,MINNESOTA,27,NORTHWEST,10,KITTSON,69,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"2,84,900",22.1
CENSUS,2017,COUNTY,MINNESOTA,27,NORTHWEST,10,MAHNOMEN,87,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,COUNTY,MINNESOTA,27,NORTHWEST,10,MARSHALL,89,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"14,36,587",22.1
CENSUS,2017,COUNTY,MINNESOTA,27,NORTHWEST,10,NORMAN,107,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"4,19,928",22.1
CENSUS,2017,COUNTY,MINNESOTA,27,NORTHWEST,10,PENNINGTON,113,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"5,95,022",22.1
CENSUS,2017,COUNTY,MINNESOTA,27,NORTHWEST,10,POLK,119,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"4,64,200",22.1
CENSUS,2017,COUNTY,MINNESOTA,27,NORTHWEST,10,RED LAKE,125,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"3,62,568",22.1
CENSUS,2017,COUNTY,MINNESOTA,27,NORTHWEST,10,ROSEAU,135,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"6,19,549",22.1
CENSUS,2017,COUNTY,MINNESOTA,27,SOUTH CENTRAL,80,BLUE EARTH,13,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,COUNTY,MINNESOTA,27,SOUTH CENTRAL,80,BROWN,15,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"5,888",22.1
CENSUS,2017,COUNTY,MINNESOTA,27,SOUTH CENTRAL,80,FARIBAULT,43,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"9,073",22.1
CENSUS,2017,COUNTY,MINNESOTA,27,SOUTH CENTRAL,80,FREEBORN,47,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"2,886",22.1
CENSUS,2017,COUNTY,MINNESOTA,27,SOUTH CENTRAL,80,LE SUEUR,79,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,COUNTY,MINNESOTA,27,SOUTH CENTRAL,80,MARTIN,91,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,COUNTY,MINNESOTA,27,SOUTH CENTRAL,80,NICOLLET,103,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,COUNTY,MINNESOTA,27,SOUTH CENTRAL,80,RICE,131,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"6,050",22.1
CENSUS,2017,COUNTY,MINNESOTA,27,SOUTH CENTRAL,80,STEELE,147,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,COUNTY,MINNESOTA,27,SOUTH CENTRAL,80,WATONWAN,165,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,COUNTY,MINNESOTA,27,SOUTHEAST,90,DAKOTA,37,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"12,150",22.1
CENSUS,2017,COUNTY,MINNESOTA,27,SOUTHEAST,90,DODGE,39,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"9,437",22.1
CENSUS,2017,COUNTY,MINNESOTA,27,SOUTHEAST,90,FILLMORE,45,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"19,175",22.1
CENSUS,2017,COUNTY,MINNESOTA,27,SOUTHEAST,90,GOODHUE,49,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"25,384",22.1
CENSUS,2017,COUNTY,MINNESOTA,27,SOUTHEAST,90,HOUSTON,55,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"1,360",22.1
CENSUS,2017,COUNTY,MINNESOTA,27,SOUTHEAST,90,MOWER,99,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"17,414",22.1
CENSUS,2017,COUNTY,MINNESOTA,27,SOUTHEAST,90,OLMSTED,109,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"5,039",22.1
CENSUS,2017,COUNTY,MINNESOTA,27,SOUTHEAST,90,WABASHA,157,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"27,950",22.1
CENSUS,2017,COUNTY,MINNESOTA,27,SOUTHEAST,90,WINONA,169,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"19,725",22.1
CENSUS,2017,COUNTY,MINNESOTA,27,SOUTHWEST,70,COTTONWOOD,33,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"2,490",22.1
CENSUS,2017,COUNTY,MINNESOTA,27,SOUTHWEST,70,JACKSON,63,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,COUNTY,MINNESOTA,27,SOUTHWEST,70,LINCOLN,81,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,COUNTY,MINNESOTA,27,SOUTHWEST,70,LYON,83,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,COUNTY,MINNESOTA,27,SOUTHWEST,70,MURRAY,101,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,COUNTY,MINNESOTA,27,SOUTHWEST,70,PIPESTONE,117,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,COUNTY,MINNESOTA,27,WEST CENTRAL,40,CHIPPEWA,23,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,COUNTY,MINNESOTA,27,WEST CENTRAL,40,DOUGLAS,41,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,COUNTY,MINNESOTA,27,WEST CENTRAL,40,GRANT,51,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,COUNTY,MINNESOTA,27,WEST CENTRAL,40,LAC QUI PARLE,73,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"3,660",22.1
CENSUS,2017,COUNTY,MINNESOTA,27,WEST CENTRAL,40,OTTER TAIL,111,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"84,118",22.1
CENSUS,2017,COUNTY,MINNESOTA,27,WEST CENTRAL,40,STEVENS,149,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,COUNTY,MINNESOTA,27,WEST CENTRAL,40,SWIFT,151,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,COUNTY,MINNESOTA,27,WEST CENTRAL,40,WILKIN,167,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"2,02,458",22.1
CENSUS,2017,COUNTY,MINNESOTA,27,WEST CENTRAL,40,YELLOW MEDICINE,173,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,COUNTY,MISSOURI,29,CENTRAL,50,COLE,51,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,COUNTY,MISSOURI,29,CENTRAL,50,LACLEDE,105,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,COUNTY,MISSOURI,29,CENTRAL,50,MARIES,125,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"9,042",70.1
CENSUS,2017,COUNTY,MISSOURI,29,CENTRAL,50,MONITEAU,135,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"10,100",70.1
CENSUS,2017,COUNTY,MISSOURI,29,CENTRAL,50,MORGAN,141,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"23,486",70.1
CENSUS,2017,COUNTY,MISSOURI,29,CENTRAL,50,OSAGE,151,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"4,828",70.1
CENSUS,2017,COUNTY,MISSOURI,29,CENTRAL,50,PETTIS,159,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,COUNTY,MISSOURI,29,EAST,60,GASCONADE,73,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,COUNTY,MISSOURI,29,EAST,60,JEFFERSON,99,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"3,900",70.1
CENSUS,2017,COUNTY,MISSOURI,29,EAST,60,PERRY,157,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,COUNTY,MISSOURI,29,EAST,60,ST LOUIS,189,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,COUNTY,MISSOURI,29,NORTH CENTRAL,20,ADAIR,1,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,COUNTY,MISSOURI,29,NORTH CENTRAL,20,LINN,115,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,180,70.1
CENSUS,2017,COUNTY,MISSOURI,29,NORTH CENTRAL,20,LIVINGSTON,117,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,COUNTY,MISSOURI,29,NORTHEAST,30,KNOX,103,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"11,300",70.1
CENSUS,2017,COUNTY,MISSOURI,29,NORTHEAST,30,PIKE,163,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,COUNTY,MISSOURI,29,NORTHEAST,30,SCOTLAND,199,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"15,400",70.1
CENSUS,2017,COUNTY,MISSOURI,29,NORTHWEST,10,GENTRY,75,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,250,70.1
CENSUS,2017,COUNTY,MISSOURI,29,NORTHWEST,10,NODAWAY,147,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"8,400",70.1
CENSUS,2017,COUNTY,MISSOURI,29,SOUTHEAST,90,CAPE GIRARDEAU,31,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"7,087",70.1
CENSUS,2017,COUNTY,MISSOURI,29,SOUTHWEST,70,BARRY,9,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,COUNTY,MISSOURI,29,SOUTHWEST,70,LAWRENCE,109,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"61,455",70.1
CENSUS,2017,COUNTY,MISSOURI,29,SOUTHWEST,70,NEWTON,145,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"13,980",70.1
CENSUS,2017,COUNTY,MISSOURI,29,WEST,40,CASS,37,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,COUNTY,MONTANA,30,CENTRAL,50,BROADWATER,7,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"2,57,895",24.5
CENSUS,2017,COUNTY,MONTANA,30,CENTRAL,50,CASCADE,13,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"15,27,687",24.5
CENSUS,2017,COUNTY,MONTANA,30,CENTRAL,50,FERGUS,27,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"8,06,411",24.5
CENSUS,2017,COUNTY,MONTANA,30,CENTRAL,50,GOLDEN VALLEY,37,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,COUNTY,MONTANA,30,CENTRAL,50,JUDITH BASIN,45,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"3,46,385",24.5
CENSUS,2017,COUNTY,MONTANA,30,CENTRAL,50,LEWIS AND CLARK,49,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"6,07,136",24.5
CENSUS,2017,COUNTY,MONTANA,30,CENTRAL,50,MEAGHER,59,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"3,28,120",24.5
CENSUS,2017,COUNTY,MONTANA,30,CENTRAL,50,MUSSELSHELL,65,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"1,37,360",24.5
