,Program,Year,Period,Geo Level,State,State ANSI,Ag District,Ag District Code,County,County ANSI,"CORN, GRAIN - ACRES HARVESTED",CORN-production in BU,CORN Production in Kg,BARLEY - ACRES HARVESTED,BARLEY PRODUCTION IN BU,BARLEY PRODUCTION IN Kg,RICE - ACRES HARVESTED,"RICE - PRODUCTION, MEASURED IN CWT",Rice Production in Kg,"SUGARCANE, SUGAR - ACRES HARVESTED","SUGARCANE, SUGAR - PRODUCTION, MEASURED IN TONS",SUGAR PRODUCTION in KG,WHEAT - ACRES HARVESTED,"WHEAT - PRODUCTION, MEASURED IN BU",Wheat Production measured in Kg,CATTLE,precipitation_cm,Latitude,Longitude,Corn-LUC,Corn-Farm,Corn-EUTROPHYING,Corn Total,BARLEY-LUC,Barley-Farm,BARLEY-EUTROPHYING,Barley-Total,RICE-LUC,Rice-Farm,Rice- Eutrophication,Rice-total,Sugarcane- LUC,Sugarcane-Farm,Sugarcane-Eutrophication,Sugarcane Total,Wheat-LUC,Wheat-Farm,Wheat-Eutrophication,Wheat-total,Cattle,Total
1076,CENSUS,2017,YEAR,COUNTY,MICHIGAN,26,SOUTHWEST,70,KENT,81,39658,5944078,209463783.1,106,"2,240",78935.5177,0,0,0,0,0,0,6102,396676,13978493.49,2236,83.3,43.0024013,-85.5502718,62839134.93,167571026.5,0,230410161.4,0,15787.10354,0,15787.10354,0,0,0,0,0,0,0,0,1397849.349,11182794.79,0,12580644.14,131924,243138516.7
1077,CENSUS,2017,YEAR,COUNTY,MICHIGAN,26,SOUTHWEST,70,OTTAWA,139,41952,6962382,245347869.4,0,0,0,0,0,0,0,0,0,4070,256180,9027545.055,2718,83.3,42.9547143,-85.9827867,73604360.82,196278295.5,0,269882656.3,0,0,0,0,0,0,0,0,0,0,0,0,902754.5055,7222036.044,0,8124790.55,160362,278167808.9
1078,CENSUS,2017,YEAR,COUNTY,MICHIGAN,26,SOUTHWEST,70,VAN BUREN,159,40307,6771823,238632747.4,0,0,0,0,0,0,0,0,0,646,49592,1747575.979,1224,83.3,42.2710763,-86.013973,71589824.22,190906197.9,0,262496022.1,0,0,0,0,0,0,0,0,0,0,0,0,174757.5979,1398060.783,0,1572818.381,72216,264141056.5
1079,CENSUS,2017,YEAR,COUNTY,MICHIGAN,26,UPPER PENINSULA,10,ALGER,3,105,10976,386784.0367,0,0,0,0,0,0,0,0,0,0,0,0,554,83.3,46.4047895,-86.5280993,116035.211,309427.2294,0,425462.4404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32686,458148.4404
1080,CENSUS,2017,YEAR,COUNTY,MICHIGAN,26,UPPER PENINSULA,10,BARAGA,13,135,18900,666018.4306,0,0,0,0,0,0,0,0,0,0,0,0,0,83.3,46.6354348,-88.3876368,199805.5292,532814.7445,0,732620.2737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,732620.2737
1081,CENSUS,2017,YEAR,COUNTY,MICHIGAN,26,UPPER PENINSULA,10,DELTA,41,1589,169764,5982325.547,802,"39,903",1406144.626,0,0,0,0,0,0,294,4410,155404.3005,1839,83.3,46.0236602,-86.8950252,1794697.664,4785860.438,0,6580558.102,0,281228.9252,0,281228.9252,0,0,0,0,0,0,0,0,15540.43005,124323.4404,0,139863.8705,108501,7110151.897
1082,CENSUS,2017,YEAR,COUNTY,MICHIGAN,26,UPPER PENINSULA,10,DICKINSON,43,208,25060,883091.1042,0,0,0,0,0,0,0,0,0,0,0,0,390,83.3,45.9874631,-87.8864905,264927.3313,706472.8834,0,971400.2146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23010,994410.2146
1083,CENSUS,2017,YEAR,COUNTY,MICHIGAN,26,UPPER PENINSULA,10,HOUGHTON,61,560,72472,2553845.91,250,0,0,0,0,0,0,0,0,0,0,0,540,83.3,46.8591287,-88.7774734,766153.773,2043076.728,0,2809230.501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31860,2841090.501
1084,CENSUS,2017,YEAR,COUNTY,MICHIGAN,26,UPPER PENINSULA,10,IRON,71,0,0,0,150,"5,174",182326.9502,0,0,0,0,0,0,192,10040,353800.2668,556,83.3,46.2178577,-88.5463241,0,0,0,0,0,36465.39004,0,36465.39004,0,0,0,0,0,0,0,0,35380.02668,283040.2134,0,318420.2401,32804,387689.6302
1085,CENSUS,2017,YEAR,COUNTY,MICHIGAN,26,UPPER PENINSULA,10,MARQUETTE,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,485,83.3,46.4481521,-87.6305899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28615,28615
1086,CENSUS,2017,YEAR,COUNTY,MICHIGAN,26,UPPER PENINSULA,10,MENOMINEE,109,4622,451102,15896415.14,752,"35,513",1251445.107,0,0,0,0,0,0,1117,51390,1810935.828,1482,83.3,45.5785741,-87.562159,4768924.542,12717132.11,0,17486056.65,0,250289.0214,0,250289.0214,0,0,0,0,0,0,0,0,181093.5828,1448748.662,0,1629842.245,87438,19453625.92
1087,CENSUS,2017,YEAR,COUNTY,MICHIGAN,26,UPPER PENINSULA,10,SCHOOLCRAFT,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,357,83.3,46.1902943,-86.1833841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21063,21063
1088,CENSUS,2017,YEAR,COUNTY,MICHIGAN,26,WEST CENTRAL,40,LAKE,85,856,111633,3933843.146,0,0,0,0,0,0,0,0,0,210,14260,502509.1439,508,83.3,43.9699997,-85.7884997,1180152.944,3147074.517,0,4327227.461,0,0,0,0,0,0,0,0,0,0,0,0,50250.91439,402007.3151,0,452258.2295,29972,4809457.69
1089,CENSUS,2017,YEAR,COUNTY,MICHIGAN,26,WEST CENTRAL,40,MASON,105,14223,2234769,78751182.12,0,0,0,0,0,0,0,0,0,4663,253909,8947517.126,1175,83.3,43.9778831,-86.246291,23625354.64,63000945.7,0,86626300.33,0,0,0,0,0,0,0,0,0,0,0,0,894751.7126,7158013.701,0,8052765.413,69325,94748390.75
1090,CENSUS,2017,YEAR,COUNTY,MICHIGAN,26,WEST CENTRAL,40,MUSKEGON,121,8599,1249352,44026003.08,0,0,0,0,0,0,0,0,0,1758,82404,2903840.357,1093,83.3,43.2484584,-86.129351,13207800.92,35220802.46,0,48428603.39,0,0,0,0,0,0,0,0,0,0,0,0,290384.0357,2323072.286,0,2613456.321,64487,51106546.71
1091,CENSUS,2017,YEAR,COUNTY,MICHIGAN,26,WEST CENTRAL,40,NEWAYGO,123,19713,2739919,96552198.53,0,0,0,0,0,0,0,0,0,3868,272759,9611773.603,1757,83.3,43.5121225,-85.7944976,28965659.56,77241758.82,0,106207418.4,0,0,0,0,0,0,0,0,0,0,0,0,961177.3603,7689418.882,0,8650596.243,103663,114961677.6
1092,CENSUS,2017,YEAR,COUNTY,MICHIGAN,26,WEST CENTRAL,40,OCEANA,127,20565,2836277,99947764.88,0,0,0,0,0,0,0,0,0,4080,231405,8154497.086,678,83.3,43.6200297,-86.277073,29984329.46,79958211.9,0,109942541.4,0,0,0,0,0,0,0,0,0,0,0,0,815449.7086,6523597.669,0,7339047.377,40002,117321590.7
1093,CENSUS,2017,YEAR,COUNTY,MINNESOTA,27,CENTRAL,50,BENTON,9,56554,8640821,304494499.5,199,"12,561",442637.9633,0,0,0,0,0,0,278,9341,329168.1566,4013,69.3,45.7162129,-94.0481042,91348349.85,243595599.6,0,334943949.5,0,88527.59266,0,88527.59266,0,0,0,0,0,0,0,0,32916.81566,263334.5253,0,296251.3409,236767,335565495.4
1094,CENSUS,2017,YEAR,COUNTY,MINNESOTA,27,CENTRAL,50,CARVER,19,64404,12823369,451883603,0,0,0,0,0,0,0,0,0,518,27002,951525.3789,2081,69.3,44.807118,-93.7871792,135565080.9,361506882.4,0,497071963.3,0,0,0,0,0,0,0,0,0,0,0,0,95152.53789,761220.3031,0,856372.841,122779,498051115.1
1095,CENSUS,2017,YEAR,COUNTY,MINNESOTA,27,CENTRAL,50,KANDIYOHI,67,169607,32950026,1161128286,116,"6,455",227468.1994,0,0,0,0,0,0,2482,137437,4843152.119,3534,69.3,45.142373,-95.0025846,348338485.8,928902628.8,0,1277241115,0,45493.63988,0,45493.63988,0,0,0,0,0,0,0,0,484315.2119,3874521.695,0,4358836.907,208506,1281853951
1096,CENSUS,2017,YEAR,COUNTY,MINNESOTA,27,CENTRAL,50,MCLEOD,85,115814,22964323,809241394.9,50,"2,840",100078.9599,0,0,0,0,0,0,1675,74029,2608713.143,1852,69.3,44.8169135,-94.2495251,242772418.5,647393115.9,0,890165534.4,0,20015.79198,0,20015.79198,0,0,0,0,0,0,0,0,260871.3143,2086970.514,0,2347841.829,109268,892642660
1097,CENSUS,2017,YEAR,COUNTY,MINNESOTA,27,CENTRAL,50,MEEKER,93,107299,20150391,710081047,308,"21,603",761269.6379,0,0,0,0,0,0,1155,67200,2368065.531,2787,69.3,45.1183643,-94.5175345,213024314.1,568064837.6,0,781089151.7,0,152253.9276,0,152253.9276,0,0,0,0,0,0,0,0,236806.5531,1894452.425,0,2131258.978,164433,783537097.6
1098,CENSUS,2017,YEAR,COUNTY,MINNESOTA,27,CENTRAL,50,MORRISON,97,71970,11746855,413948250.3,236,"12,004",423009.8011,0,0,0,0,0,0,1449,62330,2196451.258,15438,69.3,45.9926837,-94.2554658,124184475.1,331158600.2,0,455343075.3,0,84601.96022,0,84601.96022,0,0,0,0,0,0,0,0,219645.1258,1757161.006,0,1976806.132,910842,458315325.4
1099,CENSUS,2017,YEAR,COUNTY,MINNESOTA,27,CENTRAL,50,RENVILLE,129,264229,54452778,1918865277,274,"14,282",503284.4035,0,0,0,0,0,0,2290,134865,4752517.229,1579,69.3,44.7242874,-94.9084771,575659583.1,1535092222,0,2110751805,0,100656.8807,0,100656.8807,0,0,0,0,0,0,0,0,475251.7229,3802013.783,0,4277265.506,93161,2115222888
1100,CENSUS,2017,YEAR,COUNTY,MINNESOTA,27,CENTRAL,50,SCOTT,139,38670,7345268,258840416.2,0,0,0,0,0,0,0,0,0,396,17451,614957.0176,1775,69.3,44.6506998,-93.5025726,77652124.86,207072333,0,284724457.8,0,0,0,0,0,0,0,0,0,0,0,0,61495.70176,491965.6141,0,553461.3158,104725,285382644.1
1101,CENSUS,2017,YEAR,COUNTY,MINNESOTA,27,CENTRAL,50,SHERBURNE,141,27579,4977778,175412269.4,0,0,0,0,0,0,0,0,0,757,0,0,820,69.3,45.4427088,-93.7459202,52623680.82,140329815.5,0,192953496.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48380,193001876.3
1102,CENSUS,2017,YEAR,COUNTY,MINNESOTA,27,CENTRAL,50,SIBLEY,143,161804,32780760,1155163509,634,"37,713",1328971.062,0,0,0,0,0,0,1154,71615,2523646.027,3609,69.3,44.5603522,-94.2085682,346549052.7,924130807.2,0,1270679860,0,265794.2124,0,265794.2124,0,0,0,0,0,0,0,0,252364.6027,2018916.822,0,2271281.424,212931,1273429867
1103,CENSUS,2017,YEAR,COUNTY,MINNESOTA,27,CENTRAL,50,STEARNS,145,182828,31850522,1122382787,"1,693","1,02,326",3605873.118,0,0,0,0,0,0,4758,268801,9472297.363,11343,69.3,45.535326,-94.6139422,336714836.1,897906229.6,0,1234621066,0,721174.6236,0,721174.6236,0,0,0,0,0,0,0,0,947229.7363,7577837.89,0,8525067.627,669237,1244536545
1104,CENSUS,2017,YEAR,COUNTY,MINNESOTA,27,CENTRAL,50,TODD,153,54679,8457691,298041168.6,"1,273","63,419",2234826.606,0,0,0,0,0,0,5753,242010,8528207.428,11302,69.3,46.0588428,-94.887283,89412350.58,238432934.9,0,327845285.5,0,446965.3212,0,446965.3212,0,0,0,0,0,0,0,0,852820.7428,6822565.942,0,7675386.685,666818,336634455.5
1105,CENSUS,2017,YEAR,COUNTY,MINNESOTA,27,CENTRAL,50,WADENA,159,15828,2517862,88727116.28,0,0,0,0,0,0,0,0,0,501,24099,849226.3576,4237,69.3,46.5850936,-94.9606684,26618134.88,70981693.02,0,97599827.91,0,0,0,0,0,0,0,0,0,0,0,0,84922.63576,679381.0861,0,764303.7218,249983,98614114.63
1106,CENSUS,2017,YEAR,COUNTY,MINNESOTA,27,CENTRAL,50,WRIGHT,171,71881,13076198,460793061.9,0,0,0,0,0,0,0,0,0,1750,83628,2946972.979,2922,69.3,45.1489061,-93.9639196,138237918.6,368634449.5,0,506872368.1,0,0,0,0,0,0,0,0,0,0,0,0,294697.2979,2357578.383,0,2652275.681,172398,509697041.8
1107,CENSUS,2017,YEAR,COUNTY,MINNESOTA,27,EAST CENTRAL,60,AITKIN,1,877,125068,4407280.057,0,0,0,0,0,0,0,0,0,0,0,0,4240,69.3,46.5714822,-93.3847595,1322184.017,3525824.046,0,4848008.063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250160,5098168.063
1108,CENSUS,2017,YEAR,COUNTY,MINNESOTA,27,EAST CENTRAL,60,ANOKA,3,10990,1762557,62110870.21,0,0,0,0,0,0,0,0,0,0,0,0,0,69.3,45.2710195,-93.2827625,18633261.06,49688696.17,0,68321957.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68321957.23
1109,CENSUS,2017,YEAR,COUNTY,MINNESOTA,27,EAST CENTRAL,60,CARLTON,17,183,27220,959207.4963,47,"2,256",79499.34282,0,0,0,0,0,0,0,0,0,5312,69.3,46.5799933,-92.7206334,287762.2489,767365.997,0,1055128.246,0,15899.86856,0,15899.86856,0,0,0,0,0,0,0,0,0,0,0,0,313408,1384436.114
1110,CENSUS,2017,YEAR,COUNTY,MINNESOTA,27,EAST CENTRAL,60,CHISAGO,25,25848,4090380,144141188.8,0,0,0,0,0,0,0,0,0,281,8104,285577.4265,2412,69.3,45.4758877,-92.8849411,43242356.64,115312951,0,158555307.7,0,0,0,0,0,0,0,0,0,0,0,0,28557.74265,228461.9412,0,257019.6839,142308,158954635.4
1111,CENSUS,2017,YEAR,COUNTY,MINNESOTA,27,EAST CENTRAL,60,CROW WING,35,6571,1076258,37926331.43,0,0,0,0,0,0,0,0,0,0,0,0,3659,69.3,46.4665237,-94.1017044,11377899.43,30341065.14,0,41718964.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215881,41934845.57
1112,CENSUS,2017,YEAR,COUNTY,MINNESOTA,27,EAST CENTRAL,60,HENNEPIN,53,11342,2035931,71744315.84,5,116,4087.732166,0,0,0,0,0,0,157,7662,270001.7574,830,69.3,45.0257232,-93.4865052,21523294.75,57395452.67,0,78918747.42,0,817.5464332,0,817.5464332,0,0,0,0,0,0,0,0,27000.17574,216001.4059,0,243001.5817,48970,79211536.55
1113,CENSUS,2017,YEAR,COUNTY,MINNESOTA,27,EAST CENTRAL,60,ISANTI,59,35966,5418224,190933177,0,0,0,0,0,0,0,0,0,420,27592,972316.4305,0,69.3,45.56932235,-93.32652096,57279953.1,152746541.6,0,210026494.7,0,0,0,0,0,0,0,0,0,0,0,0,97231.64305,777853.1444,0,875084.7875,0,210901579.5
1114,CENSUS,2017,YEAR,COUNTY,MINNESOTA,27,EAST CENTRAL,60,KANABEC,65,18313,2933151,103361514.6,20,"1,800",63430.32672,0,0,0,0,0,0,642,34714,1223289.09,5077,69.3,45.8986948,-93.2850016,31008454.38,82689211.68,0,113697666.1,0,12686.06534,0,12686.06534,0,0,0,0,0,0,0,0,122328.909,978631.272,0,1100960.181,299543,115110855.3
1115,CENSUS,2017,YEAR,COUNTY,MINNESOTA,27,EAST CENTRAL,60,MILLE LACS,95,30423,4099395,144458869,0,0,0,0,0,0,0,0,0,492,22148,780474.9312,3919,69.3,45.9311972,-93.640356,43337660.7,115567095.2,0,158904755.9,0,0,0,0,0,0,0,0,0,0,0,0,78047.49312,624379.945,0,702427.4381,231221,159838404.3
1116,CENSUS,2017,YEAR,COUNTY,MINNESOTA,27,EAST CENTRAL,60,PINE,115,9756,1303624,45938497.91,126,"6,058",213478.2885,0,0,0,0,0,0,280,9711,342206.6127,7147,69.3,46.0820957,-92.7542126,13781549.37,36750798.33,0,50532347.7,0,42695.6577,0,42695.6577,0,0,0,0,0,0,0,0,34220.66127,273765.2902,0,307985.9514,421673,51304702.31
1117,CENSUS,2017,YEAR,COUNTY,MINNESOTA,27,EAST CENTRAL,60,RAMSEY,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.3,45.0165728,-93.0949501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1118,CENSUS,2017,YEAR,COUNTY,MINNESOTA,27,EAST CENTRAL,60,WASHINGTON,163,21650,4187419,147560752.9,46,"2,950",103955.2577,0,0,0,0,0,0,0,0,0,1916,69.3,45.0078657,-92.874565,44268225.87,118048602.3,0,162316828.2,0,20791.05154,0,20791.05154,0,0,0,0,0,0,0,0,0,0,0,0,113044,162450663.2
1119,CENSUS,2017,YEAR,COUNTY,MINNESOTA,27,NORTH CENTRAL,20,BELTRAMI,7,2057,258648,9114515.081,232,"15,448",544373.1595,0,0,0,0,0,0,6305,385774,13594317.14,9801,69.3,47.9978537,-94.8799011,2734354.524,7291612.065,0,10025966.59,0,108874.6319,0,108874.6319,0,0,0,0,0,0,0,0,1359431.714,10875453.71,0,12234885.43,578259,22947985.65
1120,CENSUS,2017,YEAR,COUNTY,MINNESOTA,27,NORTH CENTRAL,20,CASS,21,3127,466732,16447201.81,0,0,0,0,0,0,0,0,0,0,0,0,9407,69.3,47.0234117,-94.3454604,4934160.543,13157761.45,0,18091921.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,555013,18646934.99
1121,CENSUS,2017,YEAR,COUNTY,MINNESOTA,27,NORTH CENTRAL,20,HUBBARD,57,11214,2154201,75912040.69,0,0,0,0,0,0,0,0,0,1203,0,0,3148,69.3,47.1138266,-94.9427679,22773612.21,60729632.55,0,83503244.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185732,83688976.76
1122,CENSUS,2017,YEAR,COUNTY,MINNESOTA,27,NORTH CENTRAL,20,ITASCA,61,803,95000,3347711.688,10,332,11699.37137,0,0,0,0,0,0,0,0,0,2594,69.3,47.4968343,-93.6225663,1004313.506,2678169.35,0,3682482.857,0,2339.874274,0,2339.874274,0,0,0,0,0,0,0,0,0,0,0,0,153046,3837868.731
1123,CENSUS,2017,YEAR,COUNTY,MINNESOTA,27,NORTH CENTRAL,20,KOOCHICHING,71,2254,0,0,0,0,0,0,0,0,0,0,0,965,47148,1661451.691,2022,69.3,48.221596,-93.7684251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166145.1691,1329161.353,0,1495306.522,119298,1614604.522
1124,CENSUS,2017,YEAR,COUNTY,MINNESOTA,27,NORTH CENTRAL,20,LAKE OF THE WOODS,77,0,0,0,"1,328","1,22,640",4321719.594,0,0,0,0,0,0,7628,449357,15834922.96,854,69.3,48.7032282,-94.8480091,0,0,0,0,0,864343.9188,0,864343.9188,0,0,0,0,0,0,0,0,1583492.296,12667938.37,0,14251430.66,50386,15166160.58
1125,CENSUS,2017,YEAR,COUNTY,MINNESOTA,27,NORTHEAST,30,ST. LOUIS,137,340,47640,1678789.314,212,"6,490",228701.5669,0,0,0,0,0,0,0,0,0,4991,69.3,47.6201005,-92.4363343,503636.7942,1343031.451,0,1846668.245,0,45740.31338,0,45740.31338,0,0,0,0,0,0,0,0,0,0,0,0,294469,2186877.559
1126,CENSUS,2017,YEAR,COUNTY,MINNESOTA,27,NORTHWEST,10,BECKER,5,59859,9713439,342292560.7,69,"5,568",196211.144,0,0,0,0,0,0,29990,1938965,68327324.14,6154,69.3,46.9298236,-95.6761851,102687768.2,273834048.6,0,376521816.8,0,39242.2288,0,39242.2288,0,0,0,0,0,0,0,0,6832732.414,54661859.31,0,61494591.73,363086,438418736.7
1127,CENSUS,2017,YEAR,COUNTY,MINNESOTA,27,NORTHWEST,10,CLAY,27,159122,25224229,888878381.5,"1,200","1,03,358",3642239.838,0,0,0,0,0,0,70262,4479793,157863740.9,4058,69.3,46.8994904,-96.5088202,266663514.5,711102705.2,0,977766219.7,0,728447.9676,0,728447.9676,0,0,0,0,0,0,0,0,15786374.09,126290992.7,0,142077366.8,239422,1120811456
1128,CENSUS,2017,YEAR,COUNTY,MINNESOTA,27,NORTHWEST,10,CLEARWATER,29,3992,583027,20545329.5,92,"6,720",236806.5531,0,0,0,0,0,0,4556,264851,9333103.035,8944,69.3,47.5643825,-95.3747844,6163598.85,16436263.6,0,22599862.45,0,47361.31062,0,47361.31062,0,0,0,0,0,0,0,0,933310.3035,7466482.428,0,8399792.732,527696,31574712.49
1129,CENSUS,2017,YEAR,COUNTY,MINNESOTA,27,NORTHWEST,10,KITTSON,69,18449,2462356,86771136.43,"3,251","2,84,900",10039611.16,0,0,0,0,0,0,96775,6580132,231877734.8,0,69.3,48.7709208,-96.8074141,26031340.93,69416909.14,0,95448250.07,0,2007922.232,0,2007922.232,0,0,0,0,0,0,0,0,23187773.48,185502187.8,0,208689961.3,0,306146133.6
1130,CENSUS,2017,YEAR,COUNTY,MINNESOTA,27,NORTHWEST,10,MAHNOMEN,87,49366,7520754,265024379.7,0,0,0,0,0,0,0,0,0,24808,1565759,55175891.63,2171,69.3,47.3313602,-95.8142911,79507313.91,212019503.8,0,291526817.7,0,0,0,0,0,0,0,0,0,0,0,0,5517589.163,44140713.3,0,49658302.47,128089,341313209.1
1131,CENSUS,2017,YEAR,COUNTY,MINNESOTA,27,NORTHWEST,10,MARSHALL,89,55840,7678799,270593738.5,"16,770","14,36,587",50623990.43,0,0,0,0,0,0,189873,12732501,448681499.1,5463,69.3,48.3605336,-96.381968,81178121.55,216474990.8,0,297653112.4,0,10124798.09,0,10124798.09,0,0,0,0,0,0,0,0,44868149.91,358945199.3,0,403813349.2,322317,711913576.6
1132,CENSUS,2017,YEAR,COUNTY,MINNESOTA,27,NORTHWEST,10,NORMAN,107,94013,14809071,521857895.5,"4,963","4,19,928",14797872.35,0,0,0,0,0,0,104755,7050610,248456942.2,1673,69.3,47.3194344,-96.4625779,156557368.7,417486316.4,0,574043685.1,0,2959574.47,0,2959574.47,0,0,0,0,0,0,0,0,24845694.22,198765553.8,0,223611248,98707,800713214.5
1133,CENSUS,2017,YEAR,COUNTY,MINNESOTA,27,NORTHWEST,10,PENNINGTON,113,9725,1183225,41695749.07,"6,448","5,95,022",20968022.15,0,0,0,0,0,0,60631,4116652,145066989.6,4428,69.3,48.0513335,-96.0829271,12508724.72,33356599.26,0,45865323.98,0,4193604.43,0,4193604.43,0,0,0,0,0,0,0,0,14506698.96,116053591.7,0,130560290.6,261252,180880471
1134,CENSUS,2017,YEAR,COUNTY,MINNESOTA,27,NORTHWEST,10,POLK,119,91599,13089484,461261248.2,"5,331","4,64,200",16357976.48,0,0,0,0,0,0,254680,18362532,647078557.9,5896,69.3,47.6554613,-96.4193484,138378374.5,369008998.6,0,507387373,0,3271595.296,0,3271595.296,0,0,0,0,0,0,0,0,64707855.79,517662846.3,0,582370702.1,347864,1093377534
1135,CENSUS,2017,YEAR,COUNTY,MINNESOTA,27,NORTHWEST,10,RED LAKE,125,21089,2791679,98376172.82,"3,863","3,62,568",12776559.28,0,0,0,0,0,0,56595,3570094,125806793.8,0,69.3,47.8605178,-96.0988343,29512851.85,78700938.26,0,108213790.1,0,2555311.856,0,2555311.856,0,0,0,0,0,0,0,0,12580679.38,100645435,0,113226114.4,0,223995216.4
1136,CENSUS,2017,YEAR,COUNTY,MINNESOTA,27,NORTHWEST,10,ROSEAU,135,12289,1538280,54207557.21,"9,689","6,19,549",21832330.83,0,0,0,0,0,0,74791,5214325,183747965.8,7706,69.3,48.7710371,-95.7697882,16262267.16,43366045.77,0,59628312.93,0,4366466.166,0,4366466.166,0,0,0,0,0,0,0,0,18374796.58,146998372.6,0,165373169.2,454654,229822602.3
1137,CENSUS,2017,YEAR,COUNTY,MINNESOTA,27,SOUTH CENTRAL,80,BLUE EARTH,13,168936,34834244,1227526377,0,0,0,0,0,0,0,0,0,0,63315,2231161.742,1347,69.3,44.0109722,-94.0560643,368257913.1,982021101.6,0,1350279015,0,0,0,0,0,0,0,0,0,0,0,0,223116.1742,1784929.394,0,2008045.568,79473,1352366533
1138,CENSUS,2017,YEAR,COUNTY,MINNESOTA,27,SOUTH CENTRAL,80,BROWN,15,150466,30030304,1058239997,97,"5,888",207487.6465,0,0,0,0,0,0,996,51262,1806425.227,2664,69.3,44.2350232,-94.6955051,317471999.1,846591997.6,0,1164063997,0,41497.5293,0,41497.5293,0,0,0,0,0,0,0,0,180642.5227,1445140.182,0,1625782.704,157176,1165888453
1139,CENSUS,2017,YEAR,COUNTY,MINNESOTA,27,SOUTH CENTRAL,80,FARIBAULT,43,197833,41460923,1461044384,129,"9,073",319724.0857,0,0,0,0,0,0,0,0,0,1091,69.3,43.6647961,-93.9510501,438313315.2,1168835507,0,1607148822,0,63944.81714,0,63944.81714,0,0,0,0,0,0,0,0,0,0,0,0,64369,1607277136
1140,CENSUS,2017,YEAR,COUNTY,MINNESOTA,27,SOUTH CENTRAL,80,FREEBORN,47,189595,39339079,1386272574,61,"2,886",101699.9572,0,0,0,0,0,0,206,4170,146946.9236,3225,69.3,43.6763617,-93.3501681,415881772.2,1109018059,0,1524899831,0,20339.99144,0,20339.99144,0,0,0,0,0,0,0,0,14694.69236,117557.5389,0,132252.2312,190275,1525242699
1141,CENSUS,2017,YEAR,COUNTY,MINNESOTA,27,SOUTH CENTRAL,80,LE SUEUR,79,95406,19372272,682660856.8,0,0,0,0,0,0,0,0,0,661,43630,1537480.642,1147,69.3,44.3771652,-93.711443,204798257,546128685.4,0,750926942.5,0,0,0,0,0,0,0,0,0,0,0,0,153748.0642,1229984.514,0,1383732.578,67673,752378348.1
1142,CENSUS,2017,YEAR,COUNTY,MINNESOTA,27,SOUTH CENTRAL,80,MARTIN,91,241276,51272047,1806779274,0,0,0,0,0,0,0,0,0,0,0,0,1666,69.3,43.6564337,-94.5498419,542033782.2,1445423419,0,1987457201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98294,1987555495
1143,CENSUS,2017,YEAR,COUNTY,MINNESOTA,27,SOUTH CENTRAL,80,NICOLLET,103,123854,25474206,897687338.6,0,0,0,0,0,0,0,0,0,1016,59396,2093059.825,1110,69.3,44.3380412,-94.2362169,269306201.6,718149870.9,0,987456072.5,0,0,0,0,0,0,0,0,0,0,0,0,209305.9825,1674447.86,0,1883753.843,65490,989405316.3
1144,CENSUS,2017,YEAR,COUNTY,MINNESOTA,27,SOUTH CENTRAL,80,RICE,131,86122,17189758,605751092.3,151,"6,050",213196.3759,0,0,0,0,0,0,345,20353,717220.7999,2839,69.3,44.3413376,-93.2865484,181725327.7,484600873.8,0,666326201.5,0,42639.27518,0,42639.27518,0,0,0,0,0,0,0,0,71722.07999,573776.6399,0,645498.7199,167501,667181840.5
1145,CENSUS,2017,YEAR,COUNTY,MINNESOTA,27,SOUTH CENTRAL,80,STEELE,147,119624,25078747,883751731.1,0,0,0,0,0,0,0,0,0,409,19098,672995.7665,2143,69.3,44.0137336,-93.2203671,265125519.3,707001384.9,0,972126904.2,0,0,0,0,0,0,0,0,0,0,0,0,67299.57665,538396.6132,0,605696.1899,126437,972859037.4
1146,CENSUS,2017,YEAR,COUNTY,MINNESOTA,27,SOUTH CENTRAL,80,WASECA,161,113225,23872853,841257147.5,0,0,0,0,0,0,0,0,0,102,5611,197726.424,1316,69.3,44.0172242,-93.5885717,252377144.3,673005718,0,925382862.3,0,0,0,0,0,0,0,0,0,0,0,0,19772.6424,158181.1392,0,177953.7816,77644,925638460
